,latitude,longitude,admission_rate,undergrad_size,percent_white,percent_black,percent_hispanic,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,completion_rate,faminc,percent_pell_grant
1702,43.0294,-85.6262,,365.0,0.6629999999999999,0.2082,0.0658,0.1918,,16261.0,,,7397.0,,,,53929.97,0.7072
1703,42.3056,-83.6909,0.7263,450.0,0.8044,0.0689,0.0178,0.4267,17823.0,,18720.0,18720.0,4903.0,5403.0,0.0403,0.4423,66171.19,0.4984
1704,42.2747,-83.6827,0.5374,529.0,0.7599,0.1059,0.0227,0.0454,33441.0,,23563.0,23563.0,7009.0,4561.0,1.0,0.3723,71940.85,0.4269
1705,42.3618,-83.0624,0.486,1352.0,0.5962,0.0784,0.0429,0.2019,46095.0,,35710.0,35710.0,10845.0,6882.0,1.0,0.5583,79319.28,0.3702
1706,42.8497,-85.5297,0.917,7119.0,0.6098,0.1537,0.0181,0.6379,25439.0,,14096.0,14096.0,4703.0,6090.0,0.2722,0.3892,35405.77,0.5275
1707,42.4797,-83.146,,225.0,0.5333,0.3333,0.0356,0.0,,15880.0,,,1466.0,,,,61631.74,0.4364
1708,43.5595,-83.9859,,8664.0,0.7876,0.1013,0.0643,0.5973,8696.0,,3095.0,8690.0,5950.0,8440.0,1.0,,33822.69,0.4608
1709,42.17,-83.1892,,76.0,0.6447,0.2895,0.0658,0.1316,,,,,4535.0,,,,16776.03,0.7273
1710,42.2857,-83.4472,0.9593,469.0,0.6652,0.1535,0.0746,0.0405,16919.0,,14428.0,14428.0,4929.0,3790.0,0.7121,,44011.28,0.7273
1711,42.4172,-83.1384,0.6147,2871.0,0.5291,0.1007,0.0286,0.2351,48027.0,,35920.0,35920.0,14080.0,8667.0,1.0,0.5682,58134.97,0.2873
1712,42.5192,-83.1112,,203.0,0.4828,0.3645,0.0345,0.0,30517.0,,17568.0,17568.0,3598.0,,,,24357.32,0.7479
1713,42.2132,-83.21600000000001,,145.0,0.6345,0.2,0.1034,0.0,28379.0,,17568.0,17568.0,3132.0,,,,24357.32,0.6909
1714,42.2479,-83.6271,0.6398,18543.0,0.6461,0.2088,0.0363,0.2789,18905.0,,9364.0,24909.0,8307.0,8853.0,1.0,0.3844,64529.91,0.447
1715,43.6875,-85.4835,0.759,12646.0,0.7919,0.0744,0.0342,0.2749,21498.0,,10466.0,16722.0,8696.0,7942.0,0.6112,0.4319,67189.85,0.4123
1716,43.0264,-83.7386,0.75,56.0,0.1964,0.6786,0.125,0.0,,8914.0,,,1633.0,,,,20305.83,0.8242
1717,41.8925,-85.4969,,709.0,0.8322,0.055,0.0606,0.3709,10394.0,,2964.0,5124.0,4525.0,6378.0,1.0,,30690.34,0.4685
1718,43.0131,-83.7144,0.6159,1640.0,0.7756,0.0335,0.0335,0.0366,49303.0,,35600.0,35600.0,11438.0,7704.0,1.0,0.6078,88987.34,0.2523
1719,46.4719,-90.1656,,948.0,0.885,0.0105,0.0053,0.3238,12540.0,,4114.0,6253.0,5341.0,6662.0,0.8947,,41068.56,0.5462
1720,42.9195,-85.6921,0.7486,576.0,0.7066,0.191,0.0451,0.2396,20912.0,,12235.0,12235.0,7319.0,2713.0,1.0,0.4878,55088.22,0.634
1721,42.979,-85.5956,0.6807,2100.0,0.8057,0.11,0.0457,0.2362,33912.0,,24168.0,24168.0,6292.0,5537.0,0.9857,0.4571,64075.53,0.4352
1722,43.0352,-85.6265,,576.0,0.5589999999999999,0.217,0.1094,0.0,,29589.0,,,5454.0,,,,27597.13,0.7490000000000001
1723,42.9664,-85.6666,,15635.0,0.6896,0.11699999999999999,0.0839,0.6413,8382.0,,2898.0,8310.0,5801.0,8189.0,0.2587,,39181.72,0.4322
1724,42.9652,-85.8875,0.826,21137.0,0.8351,0.054000000000000006,0.0431,0.11599999999999999,21512.0,,10716.0,15388.0,7728.0,7816.0,0.6634,0.695,78034.29,0.3632
1725,42.7542,-84.6387,,194.0,0.6495,0.2268,0.0206,0.2629,25506.0,,14500.0,14500.0,8224.0,7529.0,1.0,0.25,54737.56,0.7596
1726,42.3246,-83.2384,,12421.0,0.4839,0.251,0.0235,0.6069,9498.0,,2518.0,4078.0,4690.0,8784.0,1.0,,31011.14,0.5527
1727,42.7881,-86.1054,0.7253,3296.0,0.8535,0.0225,0.0671,0.0249,38593.0,,28720.0,28720.0,9281.0,7591.0,0.6787,0.7814,107260.41,0.204
1728,42.8548,-85.7145,0.9432,343.0,0.6676,0.1487,0.0991,0.2128,26994.0,,18048.0,18048.0,5501.0,4810.0,0.037000000000000005,0.3421,38450.73,0.7178
1729,42.1648,-84.4039,,5180.0,0.7656,0.0826,0.0467,0.5425,11636.0,,3504.0,6024.0,6210.0,7170.0,1.0,,36643.15,0.5597
1730,42.2204,-85.5754,,84.0,0.9048,0.0595,0.0119,0.9643,,6773.0,,,1873.0,,,,12756.49,0.3696
1731,42.2904,-85.6013,0.6689,1427.0,0.6251,0.0427,0.0848,0.0056,48547.0,,39450.0,39450.0,14477.0,7991.0,0.8182,0.7741,108955.67,0.1856
1732,42.2259,-85.6821,,9139.0,0.7221,0.1543,0.0406,0.5887,10156.0,,2758.0,6354.0,4636.0,9508.0,0.2707,,31776.99,0.4655
1733,42.3355,-85.1773,,4986.0,0.7459,0.1312,0.0415,0.6598,9222.0,,3054.0,6762.0,5552.0,9057.0,1.0,,35472.38,0.2413
1734,44.4908,-84.4134,,1547.0,0.905,0.0065,0.0136,0.552,11482.0,,3355.0,7105.0,6430.0,5588.0,0.2619,,31850.67,0.5827
1735,41.9077,-83.4051,,117.0,0.7778,0.1026,0.0855,0.2479,,10895.0,,,1705.0,,,,18075.84,0.6392
1736,42.0973,-86.3934,,3252.0,0.6252,0.19899999999999998,0.0747,0.6144,11762.0,,3930.0,6705.0,5899.0,6704.0,1.0,,20822.55,0.4591
1737,46.4917,-84.3655,0.9183,2299.0,0.7929999999999999,0.0122,0.0213,0.1457,19571.0,,9960.0,14880.0,7640.0,6061.0,0.9077,0.42,56752.05,0.4152
1738,42.7391,-84.5522,,13947.0,0.6834,0.1174,0.0217,0.6178,11373.0,,2720.0,7700.0,5377.0,8139.0,0.1018,,37278.99,0.4395
1739,42.4741,-83.25,0.4365,3033.0,0.457,0.0557,0.0201,0.4936,39890.0,,28948.0,28948.0,10272.0,7585.0,0.3077,0.4939,74787.91,0.1847
1740,43.6049,-84.7794,,82.0,0.8902,0.0,0.0366,0.0,,7239.0,,,3325.0,,,,22039.88,0.4275
1741,42.507,-82.9737,,13619.0,0.6928,0.1126,0.022000000000000002,0.674,10964.0,,2859.0,5556.0,4362.0,7502.0,0.21100000000000002,,35099.26,0.2298
1742,42.3865,-83.4073,0.6125,3080.0,0.6205,0.1302,0.036000000000000004,0.474,22629.0,,16340.0,16340.0,7282.0,7554.0,0.9929,0.4294,58679.09,0.3568
1743,42.4144,-83.1541,0.9378,1041.0,0.1422,0.732,0.0298,0.2305,25733.0,,19850.0,19850.0,8504.0,6431.0,0.8333,0.2931,31358.87,0.7044
1744,42.6675,-83.145,0.6567,960.0,0.5177,0.1583,0.024,0.2583,26399.0,,19920.0,19920.0,5507.0,4144.0,0.8298,0.4301,60476.32,0.3883
1745,42.2761,-83.7431,0.3326,28077.0,0.6272,0.0436,0.0412,0.0302,25760.0,,13142.0,40392.0,22051.0,10509.0,0.8026,0.8997,87306.5,0.157
1746,42.3337,-83.0496,,163.0,0.0245,0.8957,0.0736,0.0,,11931.0,,,866.0,,,,10776.72,0.4826
1747,42.7248,-84.4736,0.6865,37622.0,0.6967,0.0674,0.036000000000000004,0.081,23740.0,,12862.0,33750.0,14386.0,10614.0,0.8667,0.7736,87289.4,0.2387
1748,47.1183,-88.5464,0.7659,5536.0,0.8445,0.013000000000000001,0.0204,0.0612,24724.0,,13728.0,28608.0,11415.0,9142.0,0.8587,0.6453,82033.18,0.267
1749,42.3173,-83.2314,0.6284,6793.0,0.7047,0.1066,0.0502,0.3056,15831.0,,10614.0,23124.0,9628.0,8640.0,0.5773,0.518,53031.88,0.4298
1750,43.0188,-83.6885,0.7809,6746.0,0.6843,0.1178,0.0382,0.3378,16731.0,,9356.0,18238.0,7620.0,7606.0,0.545,0.3754,53715.44,0.4522
1751,43.9696,-84.7637,,3098.0,0.8099,0.0384,0.0294,0.5336,10136.0,,2732.0,8852.0,3287.0,7369.0,0.2201,,37731.38,0.516
1752,41.9162,-83.4703,,2285.0,0.7611,0.0442,0.0276,0.6354,7479.0,,3190.0,5710.0,6175.0,8794.0,0.2642,,34903.67,0.3736
1753,43.2521,-85.0997,,1643.0,0.8716,0.0037,0.0134,0.605,10782.0,,3150.0,8040.0,6164.0,8060.0,0.1481,,33923.8,0.6778
1754,42.5061,-83.0505,,117.0,0.5043,0.4957,0.0,0.3761,,13169.0,,,3580.0,,,,21822.87,0.8089
1755,43.2441,-86.1967,,3988.0,0.8044,0.0998,0.0366,0.3521,18466.0,,8100.0,8100.0,4022.0,4665.0,0.1336,0.1466,36711.29,0.6742
1756,43.2503,-86.1964,,3798.0,0.7325,0.1069,0.0382,0.6074,9042.0,,3265.0,7180.0,5720.0,9090.0,1.0,,34358.04,0.4326
1757,42.0599,-87.7607,,459.0,0.2157,0.1917,0.5054,0.0,,29177.0,,,4986.0,,,,29454.03,0.6559999999999999
1758,42.4475,-83.2605,,1003.0,0.1276,0.7976,0.016,0.0,,27422.0,,,5069.0,,,,20837.81,0.8088
1759,45.3605,-84.9527,,2466.0,0.8204,0.0081,0.0191,0.6403,6204.0,,3083.0,6038.0,4879.0,11576.0,1.0,,31251.09,0.6025
1760,46.558,-87.4039,0.7313,7959.0,0.8529,0.0237,0.0281,0.0785,18466.0,,9037.0,14113.0,6506.0,7442.0,0.6967,0.4829,65244.05,0.3848
1761,45.7668,-87.0695,,41.0,0.9756,0.0,0.0,0.0,,19504.0,,,4190.0,,,,18779.07,0.6667
1762,44.7676,-85.5818,,4241.0,0.863,0.0257,0.0116,0.5513,12840.0,,2724.0,6436.0,6634.0,7274.0,0.318,0.1519,40329.97,0.4131
1763,43.629,-84.2763,0.6538,2920.0,0.6952,0.1014,0.0455,0.3654,32803.0,,22130.0,22130.0,5977.0,6534.0,1.0,0.5414,63920.59,0.3353
1764,42.6205,-83.4304,,15304.0,0.5515,0.2963,0.031,0.6886,10055.0,,2397.0,5961.0,4212.0,8687.0,1.0,,30543.71,0.3635
1765,42.6725,-83.2189,0.66,16113.0,0.7663,0.0827,0.0276,0.2427,19198.0,,10613.0,23873.0,7570.0,8482.0,0.5282,0.4295,68721.79,0.2034
1766,42.4409,-84.9229,0.5148,1016.0,0.7982,0.1033,0.0561,0.0463,31515.0,,23021.0,23021.0,5069.0,5258.0,1.0,0.4341,64499.03,0.457
1767,42.7007,-83.3986,,82.0,0.561,0.3293,0.0366,0.3415,,12358.0,,,1459.0,,,,41604.38,0.4956
1768,43.022,-85.5927,0.6842,283.0,0.7809,0.0424,0.0283,0.1272,26213.0,,18454.0,18454.0,9926.0,5270.0,0.3934,0.4179,69001.93,0.5949
1769,42.7419,-84.6058,,151.0,0.7748,0.1192,0.0728,0.0,,22731.0,,,1485.0,,,,30667.98,0.5514
1770,42.5082,-83.1077,,270.0,0.5481,0.4037,0.0222,0.0,,21516.0,,,1164.0,,,,24158.65,0.547
1771,43.0166,-83.7499,,307.0,0.5212,0.4137,0.0358,0.0,,22636.0,,,1067.0,,,,27992.97,0.5808
1772,42.3752,-83.1117,1.0,154.0,0.7208,0.026000000000000002,0.0455,0.6494,,,17000.0,17000.0,12647.0,3946.0,0.4342,0.5,32847.65,0.1288
1773,43.5519,-83.9643,0.7865,8687.0,0.725,0.1117,0.0343,0.1472,17876.0,,8423.0,19776.0,6129.0,7489.0,0.4233,0.3894,61890.64,0.4075
1774,42.4193,-83.431,,9535.0,0.6459999999999999,0.1672,0.0354,0.6301,8550.0,,3140.0,6290.0,3649.0,9649.0,0.2161,,33519.54,0.3788
1775,41.906000000000006,-84.0151,0.6765,2325.0,0.7609,0.1247,0.0512,0.46799999999999997,31980.0,,21890.0,21890.0,5261.0,5676.0,0.9785,0.431,58057.31,0.4343
1776,42.9795,-82.4287,,3588.0,0.8707,0.0354,0.039,0.5229,10118.0,,3437.0,8893.0,5464.0,8098.0,0.2907,,39388.6,0.3998
1777,41.9652,-86.0829,,2419.0,0.7272,0.1174,0.0467,0.4204,13118.0,,4689.0,6068.0,5575.0,6351.0,0.2718,,24039.72,0.5328
1778,42.4592,-83.2393,,597.0,0.5092,0.4456,0.0201,1.0,,,,,1505.0,,,,47010.01,0.3772
1779,42.2062,-84.5519,0.6505,2860.0,0.7490000000000001,0.1283,0.028999999999999998,0.2986,32709.0,,23400.0,23400.0,6679.0,4953.0,0.2291,0.5673,62085.86,0.449
1780,42.5081,-85.5207,,200.0,0.875,0.085,0.0,0.0,20625.0,,17496.0,25896.0,12332.0,,,,14907.99,0.3636
1781,47.1271,-88.5894,0.5883,498.0,0.7289,0.0462,0.0442,0.0703,29377.0,,20480.0,20480.0,7809.0,4912.0,1.0,0.4625,55678.67,0.6462
1782,42.0721,-86.4776,,111.0,0.7838,0.0811,0.0991,0.8378,,17013.0,,,2015.0,,,,40980.62,0.652
1783,42.5739,-83.1472,,967.0,0.8449,0.0434,0.0248,0.8873,,,,,4345.0,12188.0,0.1189,,52175.51,0.4181
1784,42.2633,-83.6649,,10172.0,0.6314,0.1895,0.0472,0.6765,10498.0,,2352.0,4800.0,6451.0,7205.0,0.2524,,33241.16,0.3743
1785,42.3265,-83.0555,,13713.0,0.1216,0.7368,0.0211,0.7222,10234.0,,2716.0,3700.0,5014.0,6140.0,0.0823,,19516.93,0.6541
1786,42.3586,-83.0729,0.7624,17789.0,0.5317,0.2136,0.0417,0.3182,20199.0,,11094.0,23714.0,13146.0,9689.0,0.5301,0.3235,44037.59,0.4804
1787,44.0089,-86.3375,,1167.0,0.8483,0.0086,0.0703,0.5938,7734.0,,2322.0,5178.0,6032.0,7880.0,0.2358,,30699.27,0.5061
1788,42.2826,-85.6151,0.8285,18755.0,0.7483,0.1122,0.0477,0.1565,22483.0,,10355.0,24109.0,9354.0,9016.0,0.623,0.5491,81449.44,0.3969
1789,42.3082,-85.1966,,45.0,0.6222,0.3111,0.0,0.6667,,12240.0,,,1472.0,,,,16867.49,0.9559
1790,44.8615,-93.2594,,140.0,0.6857,0.15,0.0143,0.2857,26704.0,,18680.0,18680.0,2978.0,,,0.8,40643.91,0.5921
1791,45.8686,-95.3716,,1782.0,0.9259,0.0101,0.0286,0.2295,17952.0,,5385.0,5385.0,6276.0,7082.0,0.4061,,53926.46,0.3102
1792,44.961999999999996,-93.2462,,136.0,0.4779,0.3015,0.0147,0.0074,,14750.0,,,6274.0,,,,4752.05,0.4657
1793,45.2163,-93.416,,1992.0,0.7977,0.0798,0.0452,0.4915,19562.0,,5590.0,5590.0,6964.0,6859.0,0.4298,,52812.99,0.489
1794,45.173,-93.3517,,6585.0,0.7803,0.0832,0.0439,0.6287,16272.0,,5005.0,5005.0,4059.0,6947.0,0.4702,,55721.15,0.3353
1795,44.9656,-93.2414,0.6086,2661.0,0.6005,0.0928,0.0564,0.2375,42531.0,,33209.0,33209.0,9476.0,6868.0,0.9494,0.6326,74730.25,0.4338
1796,43.6768,-93.0011,,2509.0,0.8047,0.0482,0.0961,0.5281,13823.0,,5522.0,5522.0,6374.0,7042.0,0.4199,,45345.64,0.3757
1797,47.4527,-94.854,,795.0,0.7862,0.0239,0.0239,0.478,14542.0,,5482.0,5482.0,6936.0,6815.0,0.5333,,39597.75,0.4589
1798,47.4825,-94.8745,0.6678,4397.0,0.861,0.0189,0.0155,0.2063,18166.0,,8124.0,8124.0,5452.0,7669.0,0.6101,0.4758,63423.26,0.3557
1799,44.1665,-93.9907,0.7458,552.0,0.8496,0.0326,0.0308,0.0254,32531.0,,24080.0,24080.0,10189.0,4764.0,0.6615,0.4943,76327.08,0.4064
1800,45.0571,-93.1593,0.9485,3178.0,0.8389,0.0579,0.0198,0.2023,42692.0,,31760.0,31760.0,9233.0,7577.0,0.4471,0.7136,96452.1,0.27
1801,46.346000000000004,-94.2152,,2601.0,0.8935,0.0261,0.0204,0.3341,14585.0,,5393.0,5393.0,4487.0,6941.0,0.5988,,44430.53,0.3537
1802,44.4623,-93.1547,0.2095,2023.0,0.6584,0.0351,0.0648,0.0,58275.0,,46167.0,46167.0,26533.0,10669.0,0.9173,0.9214,104347.16,0.1231
1803,46.8594,-96.7656,0.7998,2464.0,0.8413,0.0162,0.0191,0.0069,39803.0,,32814.0,32814.0,10209.0,4889.0,0.9403,0.7101,91300.58,0.2426
1804,44.9498,-93.1549,0.5239,1927.0,0.6424,0.136,0.042,0.3996,40267.0,,19700.0,19700.0,5381.0,4358.0,0.2345,0.4627,66177.34,0.3539
1805,44.7389,-93.0793,,2641.0,0.7539,0.0807,0.0557,0.4407,17876.0,,5693.0,5693.0,6545.0,7147.0,0.3776,,56888.88,0.3471
1806,44.3046,-94.4734,0.9617,729.0,0.9342,0.0123,0.0041,0.037000000000000005,20740.0,,12300.0,12300.0,6768.0,4436.0,1.0,0.7684,70328.43,0.3518
1807,46.7847,-92.1453,,3990.0,0.8516,0.0356,0.0261,0.4922,17179.0,,5087.0,9504.0,5727.0,6934.0,0.3855,,50258.09,0.3919
1808,46.7857,-92.0997,,33.0,0.9091,0.0303,0.0,0.0,,16769.0,,,2088.0,,,,43291.4,0.5714
1809,46.7429,-92.1574,,201.0,0.9005,0.0249,0.0,0.4478,29911.0,,15785.0,15785.0,9029.0,3603.0,0.8824,0.2468,27544.4,0.6964
1810,46.2881,-96.09700000000001,,4960.0,0.8167,0.0575,0.0446,0.3978,15188.0,,5338.0,5338.0,5488.0,6798.0,0.4551,,49775.94,0.4247
1811,44.9467,-92.9411,,845.0,0.7893,0.032,0.0379,0.3148,28684.0,,14040.0,14040.0,5025.0,4123.0,0.22399999999999998,0.3455,44136.66,0.5865
1812,44.8076,-95.5617,,2165.0,0.8079,0.0536,0.0642,0.4365,14665.0,,5660.0,10807.0,7192.0,6844.0,0.4202,,45117.72,0.3755
1813,44.325,-93.9719,0.6322,2439.0,0.8335,0.0226,0.0291,0.009000000000000001,48422.0,,39120.0,39120.0,14254.0,7179.0,0.8071,0.8228,108308.7,0.2478
1814,44.9657,-93.164,0.6557,2108.0,0.7173,0.0645,0.0602,0.0209,43433.0,,35108.0,35108.0,7717.0,6607.0,0.4591,0.6637,71451.3,0.3852
1815,45.3779,-92.7967,,0.0,0.0,0.0,0.0,,,,,,4983.0,6337.0,,,,0.0
1816,45.0965,-93.3978,,5750.0,0.5623,0.2224,0.0563,0.6221,18165.0,,4998.0,4998.0,5819.0,6891.0,0.4257,,42727.76,0.4488
1817,47.4199,-92.9235,,37.0,0.9459,0.0,0.027000000000000003,0.0,,16769.0,,,1311.0,,,,41267.43,0.6604
1818,47.4223,-92.9211,,1186.0,0.8457,0.0599,0.0245,0.3272,13853.0,,5293.0,6475.0,9231.0,7051.0,0.6118,,37047.51,0.588
1819,44.9879,-93.2537,,489.0,0.8221,0.0491,0.0266,0.0,,19274.0,,,6642.0,,,,69865.81,0.313
1820,44.8284,-93.0546,,4915.0,0.6824,0.1044,0.0924,0.6077,15152.0,,5272.0,5272.0,4245.0,6912.0,0.4911,,54382.27,0.344
1821,47.2425,-93.4945,,1076.0,0.8011,0.0613,0.0288,0.2398,15255.0,,5307.0,6489.0,5134.0,7017.0,0.3696,,48743.99,0.4937
1822,44.9759,-93.2765,,1161.0,0.3437,0.0534,0.0637,0.2394,31098.0,,17416.0,17416.0,3853.0,4496.0,0.3519,0.3513,60636.59,0.5449
1823,44.9367,-93.1699,0.3416,2029.0,0.6654,0.0266,0.0616,0.0094,55393.0,,45388.0,45388.0,17781.0,9450.0,0.7895,0.8742,93155.63,0.172
1824,44.1743,-94.0474,,2966.0,0.79,0.0836,0.0762,0.4461,15134.0,,5370.0,5370.0,6129.0,6929.0,0.266,,50703.49,0.4142
1825,44.1473,-93.9985,0.6555,12542.0,0.7886,0.048,0.0344,0.1017,17578.0,,7557.0,15036.0,5706.0,8155.0,0.606,0.4904,76286.68,0.2906
1826,45.1325,-93.2662,,137.0,0.6642,0.0438,0.0219,0.2555,,22487.0,,,6478.0,,,,54086.48,0.6636
1827,44.0228,-92.4666,,131.0,0.8931,0.0382,0.0153,0.0,,,,,50432.0,,,,52528.47,0.0833
1828,44.8373,-93.1739,,1113.0,0.7987,0.0701,0.0359,0.7898,23047.0,,13663.0,13663.0,6733.0,5328.0,0.2585,0.2273,49787.34,0.4565
1829,47.5246,-92.5491,,986.0,0.8063,0.0822,0.0213,0.2059,11634.0,,5293.0,6248.0,5431.0,7109.0,0.4932,,38333.07,0.433
1830,44.957,-93.0742,1.0,7322.0,0.5986,0.1648,0.0444,0.6142,18170.0,,6642.0,13227.0,4316.0,8129.0,0.2237,0.3387,45224.91,0.4156
1831,44.9779,-93.2354,0.4442,30271.0,0.7147,0.0381,0.0302,0.0794,24278.0,,13555.0,19805.0,13003.0,10892.0,0.8394,0.754,80969.01,0.2169
1832,47.802,-96.6099,0.6916,1813.0,0.7777,0.0645,0.021,0.3183,21549.0,,11448.0,11448.0,5804.0,6497.0,0.92,0.4369,59974.63,0.2388
1833,45.0053,-93.1734,,235.0,0.6553,0.0511,0.0298,0.0,18922.0,,14690.0,14690.0,5000.0,4494.0,1.0,,56240.3,0.9323
1834,44.957,-93.2747,0.5895,683.0,0.6032,0.0278,0.0615,0.0264,41935.0,,32750.0,32750.0,12814.0,6334.0,0.8333,0.5959,85830.17,0.3907
1835,44.9727,-93.2845,,8938.0,0.414,0.3124,0.0916,0.6275,18789.0,,5350.0,5350.0,5018.0,7044.0,0.3986,,31164.11,0.5723
1836,45.0563,-93.3665,0.7126,262.0,0.5038,0.0611,0.0038,0.5115,22451.0,,11150.0,11150.0,8327.0,5231.0,0.3617,0.7333,46157.49,0.6214
1837,44.9251,-92.9739,,138.0,0.7681,0.0435,0.0942,0.0,,18296.0,,,3393.0,,,,40989.78,0.5655
1838,43.9971,-92.4763,0.2143,97.0,0.6598,0.1546,0.0412,0.1031,25235.0,,15280.0,15280.0,4525.0,4868.0,0.8889,0.4,60500.2,0.6815
1839,46.8189,-92.0852,0.7822,9239.0,0.8759,0.0195,0.0203,0.0378,22796.0,,12815.0,16480.0,6299.0,7487.0,0.7962,0.5883,87902.82,0.2431
1840,45.5898,-95.9018,0.5764,1846.0,0.6603,0.0206,0.0298,0.0282,22853.0,,12584.0,12584.0,8451.0,6597.0,0.98,0.6341,76388.28,0.2932
1841,44.8654,-93.2974,,896.0,0.7433,0.0714,0.0458,0.3638,30125.0,,14040.0,14040.0,4650.0,4757.0,0.175,0.3333,45725.56,0.5558
1842,45.5585,-94.1592,,125.0,0.9359999999999999,0.032,0.016,0.0,,15582.0,,,2608.0,,,,60647.52,0.4486
1843,46.8665,-96.7634,0.8911,5912.0,0.7821,0.0262,0.0282,0.1472,18028.0,,7816.0,14714.0,6745.0,7781.0,0.6047,0.4624,68582.76,0.3314
1844,45.1074,-93.3737,,6670.0,0.5048,0.2352,0.0526,0.7196,19425.0,,5942.0,5942.0,4399.0,6911.0,0.4373,,46409.82,0.4434
1845,45.0097,-93.1705,,369.0,0.4282,0.2846,0.0271,0.9431,22631.0,,,,1019.0,4125.0,0.037000000000000005,0.25,38521.77,0.7694
1846,44.8656,-93.1606,,237.0,0.4937,0.0802,0.0464,0.48100000000000004,23700.0,,16075.0,16075.0,5211.0,5025.0,,0.5,49819.29,0.6159
1847,44.8297,-93.3317,,7751.0,0.6035,0.1579,0.0805,0.5601,17455.0,,5694.0,5694.0,4468.0,7006.0,0.4932,,49918.01,0.3605
1848,44.9694,-93.2614,0.9521,1106.0,0.7007,0.0289,0.0533,0.0515,28800.0,,19996.0,19996.0,5608.0,7177.0,0.3307,0.4549,67616.56,0.39799999999999996
1849,48.125,-96.1624,,2862.0,0.8232,0.0521,0.0458,0.4507,15429.0,,5517.0,5517.0,6893.0,6711.0,0.4806,,44944.52,0.3566
1850,44.8601,-93.1351,,,,,,,,,,,9268.0,,,,68685.68,0.3171
1851,45.033,-93.1716,0.6915,2038.0,0.8464,0.0432,0.0098,0.1374,37803.0,,28020.0,28020.0,7118.0,6078.0,1.0,0.6844,73387.27,0.2787
1852,44.851000000000006,-93.3112,,113.0,0.7876,0.0354,0.0177,0.5575,23983.0,,11880.0,11880.0,6175.0,5206.0,0.5333,0.6667,30292.73,0.3009
1853,47.4258,-94.9017,0.5873,126.0,0.9048,0.0079,0.0159,0.0714,25300.0,,15300.0,15300.0,7682.0,4095.0,1.0,0.5667,48767.6,0.6154
1854,44.7442,-93.289,,112.0,0.7411,0.0268,0.0357,0.1964,,22621.0,,,7987.0,,,,54086.48,0.6559
1855,45.8088,-92.9685,,751.0,0.8775,0.0519,0.0226,0.5646,15646.0,,4065.0,7741.0,6592.0,6652.0,0.5088,,39839.72,0.5034
1856,48.5943,-93.4267,,204.0,0.6275,0.1471,0.0637,0.201,13190.0,,5323.0,6505.0,6022.0,6648.0,0.3636,,38786.35,0.3071
1857,44.0162,-92.4235,,5291.0,0.7706,0.0964,0.0442,0.5275,18591.0,,5608.0,5608.0,5371.0,6905.0,0.4722,,54151.5,0.3916
1858,45.5586,-94.319,0.7554,2051.0,0.802,0.0195,0.0517,0.0176,47734.0,,37926.0,37926.0,10965.0,8036.0,0.8586,0.816,105916.0,0.2391
1859,45.5803,-94.1769,,4422.0,0.8308,0.0717,0.0414,0.5011,12704.0,,5301.0,5301.0,5794.0,6881.0,0.3891,,54364.38,0.4748
1860,45.5486,-94.2163,,76.0,0.8289,0.0395,0.0132,0.0,,24563.0,,,4659.0,,,,54086.48,0.7448
1861,45.5524,-94.15299999999999,0.8691,11535.0,0.7667,0.0627,0.0295,0.1726,17892.0,,7514.0,15156.0,6521.0,8224.0,0.6295,0.478,72449.18,0.3073
1862,45.5814,-94.3919,0.7516,1871.0,0.8263,0.0315,0.0433,0.0112,46397.0,,37162.0,37162.0,12673.0,7899.0,0.8652,0.7946,110742.05,0.1947
1863,44.0453,-91.6967,0.7485,1897.0,0.5293,0.0485,0.0538,0.3168,38470.0,,29315.0,29315.0,5196.0,6585.0,0.1923,0.5516,84470.77,0.3149
1864,44.4629,-93.1836,0.5919,3079.0,0.7843,0.0146,0.0442,0.0026,50550.0,,40700.0,40700.0,16054.0,8527.0,0.7032,0.8708,118248.44,0.1489
1865,44.8854,-93.743,0.55,1095.0,0.7699,0.0712,0.0384,0.1644,34574.0,,22430.0,22430.0,3243.0,4584.0,0.2467,0.5563,61329.29,0.4881
1866,46.8154,-92.1057,0.7265,2858.0,0.802,0.0273,0.0182,0.1554,40685.0,,31612.0,31612.0,7878.0,6904.0,0.4783,0.6838,71064.65,0.3057
1867,44.9417,-93.1894,0.8617,6246.0,0.8231,0.0256,0.0402,0.0312,48421.0,,35308.0,35308.0,12539.0,9892.0,0.5329999999999999,0.7509999999999999,110915.07,0.2023
1868,44.8275,-93.2874,,148.0,0.4527,0.3581,0.0608,0.2162,,17171.0,,,9500.0,,,,55239.73,0.7
1869,44.9245,-93.1819,0.6089,3479.0,0.6585,0.0992,0.0549,0.3751,43356.0,,34744.0,34744.0,9805.0,6737.0,0.5379,0.5396,66972.65,0.4147
1870,45.5566,-94.2091,0.8327,4742.0,0.737,0.0614,0.0171,0.4129,25387.0,,10764.0,10764.0,4195.0,5153.0,0.2365,0.3707,41908.22,0.5519
1871,44.9492,-93.1097,,6083.0,0.3806,0.3081,0.0843,0.5584,18578.0,,5198.0,5198.0,5069.0,6866.0,0.4553,,28365.73,0.6103
