,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
351,15.856,10.037,26.0945,21.5868,20.8153,19.5357,18.3236,20.2748
352,17.781,29.7105,14.4868,18.4426,19.3432,18.2709,19.7472,19.6024
353,15.85,28.207,22.3175,28.9734,18.3378,19.0535,19.7333,20.6951
354,8.51,23.14,14.1167,23.3518,21.6597,22.1984,18.9646,19.6833
355,16.315,8.245,15.0608,17.8456,19.6484,18.3008,21.8265,20.4487
356,23.419,13.7015,11.0332,23.8901,19.6214,19.6472,18.9968,19.8964
357,28.205,9.2855,20.1175,24.4974,19.6917,21.7694,19.3015,20.3123
358,8.573,30.424,12.2397,20.6305,19.6779,19.0639,20.2073,19.4422
359,18.13,24.805,18.4475,14.4648,16.9704,18.3434,21.9211,19.5974
360,18.426,30.1245,19.7087,17.6652,20.0295,17.0504,20.1101,20.549
361,16.487,13.256,15.896,17.0473,17.8732,17.7322,19.7606,19.9826
362,21.545,14.9545,14.1342,18.1984,18.118,20.5697,21.0688,19.3308
363,27.491,19.8215,20.0945,17.6483,18.083,18.8065,20.9383,20.0504
364,3.955,23.4915,22.7185,15.7737,17.1174,17.5225,20.4322,20.7048
365,10.958,15.451,17.4133,32.396,20.2821,17.4871,19.2333,20.7807
366,46.175,31.9485,15.958,20.331,18.6615,18.2631,22.8225,20.4686
367,10.657,13.074,26.9827,20.2989,24.6188,19.3454,19.8055,18.8946
368,15.647,21.0265,16.7175,12.3262,18.9081,20.4513,21.6817,20.1892
369,10.626,32.4085,20.3508,25.2957,17.5923,17.3004,18.6988,19.0422
370,9.34,56.7145,25.824,17.02,22.1845,22.5087,20.0806,20.1286
371,35.992,14.106,19.3788,25.1932,20.5778,22.4686,19.0207,19.5433
372,12.263,13.1295,25.5768,18.9984,21.3913,19.2823,19.6177,19.1696
373,12.101,19.9075,13.2065,15.1889,23.4187,19.0101,20.2397,19.7285
374,21.834,13.053,34.5465,21.8302,23.851,17.4736,17.8899,20.0117
375,24.622,15.2055,17.773,17.8552,17.1654,21.0422,20.5032,19.9103
376,29.291,15.595,20.379,24.8862,17.0668,18.1193,19.2545,21.4849
377,24.512,12.275,16.5583,16.213,18.0442,16.9554,19.6951,20.6064
378,28.384,18.53,16.6403,22.3216,18.3663,22.4341,19.7472,19.8136
379,26.126,14.164,19.23,20.4715,26.7289,18.4083,20.9197,19.751
380,21.802,18.6525,15.381,17.5384,17.0537,19.3114,19.8878,19.1774
381,23.527,25.54,41.3935,14.7374,17.1683,18.7929,20.8888,20.171
382,21.028,10.5995,23.4063,17.9848,21.0674,20.0658,22.6248,20.6115
383,10.821,25.11,23.9175,21.1875,17.3836,20.3181,22.8731,20.0759
384,43.979,28.774,19.123,22.2222,17.6773,18.818,19.5433,20.0115
385,15.748,14.217,11.901,17.6774,21.8829,17.6571,18.9591,19.6078
386,21.506,12.8915,20.7257,20.1997,19.4501,18.8917,21.6473,20.0008
387,18.077,26.903,16.385,17.0215,22.5157,20.8788,18.9755,20.2832
388,20.544,11.7325,13.592,21.3008,19.9732,21.8478,20.5889,19.6787
389,23.98,18.2695,20.2652,16.3537,18.3816,19.619,18.7719,20.3337
390,10.946,15.7595,25.1148,16.9361,19.1203,20.8423,20.1467,20.2318
391,15.973,23.309,24.0275,20.2633,18.4646,18.6838,20.1464,19.983
392,19.233,27.7755,23.5413,26.1717,24.52,18.2692,19.8128,20.0885
393,41.772,11.646,28.9103,22.1243,20.6189,22.2851,18.8216,20.0477
394,18.485,13.2325,17.8528,15.7301,23.8294,19.8443,19.0133,20.3226
395,13.232,21.6985,17.811,15.5863,22.8264,18.3119,20.1592,19.8959
396,15.632,17.892,23.273,21.8106,17.0332,19.9,18.8605,20.3573
397,45.271,18.713,24.6893,14.766,20.0488,20.6509,19.6883,19.9983
398,9.431,32.3505,13.557,17.7773,20.5473,18.7909,20.204,20.2885
399,10.631,12.266,19.2515,20.7928,18.5736,20.6123,18.6656,20.6079
