,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
7727,-1.4286065,-0.99922057,1.0921475,-0.31219807,0.43772964,0.099918052,-1.2566696,0.38035888,0.8464163
7709,0.86744412,-0.78527009,-0.69341355,0.90643102,0.015512702,-0.71835692,0.71226398,-0.8858393,0.69132734
7715,-0.40302619,0.36991532,-0.85559489,-0.33400421,-1.3835944,1.3161523,-0.025326973,-0.76716069,0.90112475
7638,1.457977,-0.11525918,-0.60004801,-0.96020862,-0.16104061,0.39836316,0.040747207,1.2160164,0.85307442
478,-0.075336765,-1.4730068,-0.57939708,0.59932466,-0.3519696,-0.74540026,-0.48073134,-0.21241015,1.1590186
1352,0.75805422,-1.3266807,-0.28379478,1.0846338,1.431348,0.80808094,0.73939122,0.99239083,0.7592078
2795,1.1911655,0.78727269,0.15732526,-1.1570708,0.65064173,-0.91395094,1.2845566,-1.2929137,0.84510457
6852,0.42584196,0.59692636,0.38289354,0.22896706,-0.1007043,-1.3369823,-1.205219,-0.74195363,0.70971905
5887,-0.31842564,1.3604899,-0.49577423,-0.31808383,0.25025827,0.83043583,0.80144297,-0.91445093,0.61521878
1864,-1.0064844,0.14059852,0.64766476,-0.18852384,-1.4665709,-1.2421454,0.36090275,0.95627521,0.74745823
4690,0.098091955,-0.76190179,0.2299794,0.55173872,-0.76259054,0.065343873,-0.71934418,-0.096192466,0.84303817
2225,0.83079045,1.5244893,-1.5566206,-0.049659391,0.29576499,-1.1511375,1.2410833,0.16081788,0.83494915
1033,-1.0626458,1.4581562,-0.63179933,-0.45742602,1.3402518,-1.1719895,-1.4094994,-0.074785573,0.62676065
5740,0.74407338,0.034462658,-0.072874921,-0.08982983,0.91942304,0.091238205,1.3160522,-0.74188115,0.35676148
286,0.32457511,-1.3208124,-0.56992574,-1.1400969,-0.80251148,-0.14118241,-1.4618143,1.2300828,0.71827806
550,-1.0601728,-0.50351873,-1.1359009,0.081419381,1.0154425,-0.48749683,-1.5039816,-0.83367348,1.2664289
4767,1.0790096,-1.129091,0.1454088,-1.3193802,-1.1546694,-0.77256432,0.63569491,-1.4040109,0.7159125
2858,-0.34840604,-1.5464425,1.3566887,-1.2236358,0.96211429,-0.22512994,1.4081412,-1.4880365,0.42883113
6855,1.4969549,0.96982911,1.1950986,0.40167843,-0.31691784,0.016787847,-1.1024988,-0.27693776,0.61596995
3534,0.55836224,0.072449074,-0.37927321,1.4533825,-0.23461539,1.2151446,0.091513489,-0.66013434,0.48697779
5649,-0.36817339,-1.4518924,-0.073706063,0.90774363,0.61487359,1.0059884,1.0061949,-0.25242004,0.17025546
5009,-0.98287758,-0.56679134,-0.70525638,0.13110914,-0.5812626,0.83306322,1.3363084,-1.0871774,0.93795615
1557,0.76486475,0.32517032,-0.65130494,0.45797369,0.33190292,0.45400091,0.48843089,1.4862526,0.79881508
1425,-1.0143729,1.2469032,0.15691832,0.66336608,-1.4737997,1.5583527,-0.97074842,-0.47471752,0.066005662
8073,-0.30719293,1.1131876,0.98018929,0.25629379,1.3243781,-1.2189378,-1.4095514,0.37679461,0.61693103
6529,0.17118432,1.2340968,0.14454152,0.36143084,-1.3203738,-1.3121647,-0.43240669,0.32255986,1.0633075
5678,1.3623967,-1.1003768,0.67769251,1.1584115,-0.31271708,-0.14777716,-0.23191861,-1.1042127,0.45281068
1720,0.33901652,-1.2464702,0.32302244,1.0490499,-0.21507151,0.61083115,-0.99724071,-0.63167645,0.67667338
5755,1.3166712,0.66354514,0.58751048,0.70425903,1.0465845,0.46266522,-1.537999,-1.2401791,0.86274228
7377,0.53856444,0.11400444,0.043724489,-0.12429381,-1.2120724,-1.1896255,-0.46238039,1.027351,0.78775454
3767,0.08689853,-0.73312501,-0.40517784,1.4297066,0.98253165,1.1590025,0.2597076,1.292125,0.77961076
7477,-1.1536739,0.58598553,0.38294816,0.72696255,0.041205324,-0.45498656,-0.076655059,1.1447423,0.90122229
7199,1.034809,-1.1165833,1.4374926,0.66540438,0.085062794,-0.039322984,1.2639014,0.528813,0.38556224
1741,-0.68117544,1.3657438,1.1685782,-0.41351445,-0.001058302,-0.53479349,0.86564946,0.80687339,0.66147934
6643,1.5041897,1.4560058,0.60492716,0.49751454,-1.3894731,-0.75843884,-0.24540374,0.13317277,0.70761894
3881,-1.3479445,0.4332878,-0.038989733,0.39322717,0.44147328,1.1609317,-0.59582363,1.1201281,1.0401213
4195,1.0510088,0.62670324,-0.59013955,-0.96315908,1.4016131,-1.1473388,-0.71660584,0.99032351,0.31753466
4299,0.72361116,-0.40769715,0.28910157,-1.3669755,0.42194352,0.47188315,-1.1706644,-1.0954177,0.74453598
1623,1.4087869,-1.330894,1.403292,-0.3318942,0.69288156,0.49626973,-1.2699088,-0.13113646,0.56828265
1662,-1.4848087,0.13293518,0.99669475,-0.079201223,1.3557863,0.28044351,0.85036859,0.78464407,0.56007983
6926,-1.2771912,-0.84551579,-0.94429501,-0.97307136,1.4311077,-1.3208633,-0.0064200972,-1.1202442,1.2725664
6957,-0.62928685,-0.2665067,-1.3654282,-1.0816669,-1.5048403,-1.1283948,-1.5312435,-1.4408004,1.0660064
3966,0.60590091,-0.94293574,-1.3582638,-0.35964086,-1.3865791,0.94800529,0.66171769,-0.33189939,0.9880413
6835,0.44345284,0.29816078,-1.5141462,-1.2997597,-1.5577479,0.69631912,-0.61383449,-1.0316942,0.63297485
701,-0.67745321,-0.65037565,0.90582045,-0.87178316,-0.096983141,0.32449531,0.99285083,0.22234873,0.77946332
4742,-0.34611528,1.5704756,0.25184124,0.18453375,-1.5125414,1.242313,-0.20210524,-0.071791304,0.32756354
5584,-0.62704246,-0.91258347,1.196895,0.25675941,0.19599218,-0.59889922,-1.1163243,-0.82257584,0.80995462
3123,-0.8100798,0.029108132,-1.4115682,0.89120746,1.4216768,0.2405559,1.1935122,1.0293765,1.1806821
5394,1.511043,-0.48661983,1.3189733,0.41004104,1.0175346,1.4190801,0.13487469,-1.0478594,0.44935179
5579,0.87419792,-0.79411348,-0.31374882,-1.3804391,1.4201018,-0.61060341,-0.30665599,-0.52809674,0.67937091
1554,-0.37122672,1.2750445,-0.069251574,-0.24248554,0.62643745,-0.28361454,-0.21408066,-0.23347369,1.1021733
4121,0.060867641,0.53370012,-0.054864697,-0.84090656,1.1927507,-0.77504828,-1.0986513,-0.56667626,0.79628195
2465,1.5076528,-0.94290523,-1.3116616,-1.328585,1.1020084,0.11097131,1.0266763,-0.27973095,1.2022568
4687,0.69831197,-0.6077459,-1.3505689,-1.5284305,1.4763089,-0.74410022,-1.1636913,-0.037258135,0.56546751
2457,-1.4460191,-1.0129656,1.4661028,-0.57397462,0.40945033,-1.2450332,-0.40333204,0.23955963,0.71300667
6477,0.52729407,-1.0953582,0.79082204,-0.1666599,-0.2565319,0.67620163,-0.60068338,1.4181386,0.67973792
833,-0.014641594,-0.65864072,1.0871068,-0.9448719,-0.11181043,1.0534135,0.23195157,-0.20571943,0.49002337
5317,1.4188477,-1.2436381,-0.20255654,-0.83886531,-0.39842956,0.40194273,-0.78120026,0.6391431,0.762876
7106,1.510441,-0.45402542,0.92508661,1.1117217,0.15312622,-0.11541619,-0.89817879,-0.12572684,0.58843265
549,-1.3578622,0.3315691,-0.59354391,-1.2727449,1.0944868,1.3566485,1.4096738,0.84651868,0.88717329
1020,0.44982529,-0.91502769,0.92885757,-0.47368958,0.23154314,0.71205747,-1.2790119,0.35699282,0.76188482
248,-1.5616402,-1.2849647,-0.72308763,-0.68404395,-1.2863645,-0.6394476,-0.10481461,-0.82696381,0.61308309
8123,-0.20490451,-0.4352068,-0.93603922,-1.4924117,1.3967833,1.4181126,0.53538924,-0.17588047,0.915302
1744,0.34505269,1.4054685,0.38222161,-1.0435351,0.41225755,0.68511858,-0.84206542,1.1844962,0.84606743
296,0.64629093,-0.93970627,0.95777729,1.2211559,-0.021527442,-0.34625379,-0.44184474,0.71369374,0.66106472
2029,0.44429237,0.07128033,0.3358095,-1.1833651,1.5345652,0.10181678,1.222567,1.4083706,0.72992641
57,0.41286281,0.9424686,0.34674719,-1.3177742,-0.061878627,-0.10232295,0.84790161,1.1490335,0.70528018
5037,-1.0416579,0.48786127,-1.2169643,0.49080323,0.26478185,-1.5153918,-0.83813645,0.85740909,0.77036011
7717,-0.64912522,-0.93465617,-0.31259517,-1.2700132,0.88178181,-1.018356,-0.96368358,-0.37118921,0.5054214
5834,-0.51744713,-1.0095959,1.211066,-1.5588356,1.101229,0.94788274,-0.7885878,-0.79937681,0.67179924
7982,-0.48266261,-0.18922031,-0.081920464,-0.025432758,0.89791247,0.65816028,-0.48660531,-1.094397,0.88466545
4092,-0.80699651,0.47010459,0.80233375,0.73768503,-1.4712765,-1.0584917,-0.61088561,-0.92555014,0.77638862
100,1.5052708,0.31561723,0.89847309,-0.56477752,0.60894348,-0.53175131,-1.4054656,1.2675084,0.23973652
5041,1.4437044,-1.4992636,1.3594314,0.34893758,1.2701426,-0.71649826,-0.63314275,-0.15814852,0.60910429
4634,0.61866293,-0.79102218,-0.46292876,-0.73007501,1.3841063,1.4090369,-0.23007402,-0.50193498,0.86262796
4013,1.5236973,-0.92676986,-0.094328512,-0.53703643,0.60061618,-1.0479348,-0.44596581,0.97407084,0.37530538
2991,0.52780377,-1.3402453,-0.81957936,-0.029974066,1.1187943,0.84510352,-0.093529044,-1.1166101,0.93819807
6921,-0.45464638,0.81866125,-0.71171206,-1.5681685,-0.75671412,-1.0699186,1.0562604,-1.1585754,0.71500811
532,-0.1163477,-0.099249153,-0.098845559,-0.46046655,-0.95924621,0.77785886,-0.74890785,1.3255991,0.67175247
5314,-1.5194809,0.9544229,-0.28816393,0.026842706,1.40474,0.81121727,-0.04058167,-1.3194253,0.74283435
6682,0.40996123,0.27379265,-0.39565123,-0.79531562,-0.38811336,1.0477316,1.2368374,0.72279106,0.76215307
4912,-1.2036093,1.3217581,-1.1206061,-1.5072856,0.62937717,0.79312041,0.33849747,0.48691812,1.2359896
1370,-1.3010038,-0.2776522,1.5024483,0.23400957,-0.33330858,-0.52183573,-0.2445233,-0.91216351,0.56218186
5950,-0.89048721,0.82501436,0.63008057,0.84410308,0.61305989,-1.3304104,0.10805496,-1.1673492,0.76317572
346,-1.0444429,-0.03503903,-0.2828451,0.67620278,-1.3114554,-1.2274143,-0.96830909,0.68622593,1.166004
7819,0.70024308,-1.3566605,1.0399945,0.81244009,0.052427063,1.3861428,0.78216495,0.69837494,0.41845273
5533,1.1680052,0.8293548,-0.46764371,0.85789245,-0.63894209,0.29811807,1.4132228,-1.2592735,0.80376422
4756,1.2520448,0.26998758,-0.34567354,1.2865561,-0.31796163,0.08713178,-0.27319866,0.87543828,0.7922505
1862,1.1079064,-1.4318935,-0.66960697,0.62081541,1.2790778,-1.0661143,-1.3914912,0.73209381,0.54233799
681,-0.42338747,-0.021714167,1.2016619,0.46470461,0.39174415,0.093524842,1.1037148,-1.0848644,0.15098574
434,-0.446179,-0.7183228,0.34334741,-0.91431043,-1.1106489,-0.83335792,-1.2617709,0.17986737,0.43153158
3513,-0.10095898,-0.57300148,0.44493619,-1.458579,0.88636354,1.3876023,0.60200894,0.83333994,0.78691035
6424,-0.68952171,0.30238812,-0.60170717,1.0073104,1.5162795,-0.20914731,1.504756,-0.75572691,0.61903023
3882,-0.87930748,0.056313748,1.2924238,-0.94192647,-0.60039793,-0.65263301,1.3895847,1.5701283,0.61135736
1489,0.26135688,1.1232032,-0.18054162,0.20664987,0.95715874,-0.64995619,1.034812,-1.4617835,0.67096056
5400,-0.091619819,0.56897085,0.98998445,1.3757994,0.27635295,-0.57862719,-0.7120528,-0.99394127,0.48789588
1699,0.17947208,0.84132118,-0.5076032,-1.3637322,-0.5055595,-0.17878157,1.3534589,-0.44391617,0.89220632
4506,0.39608994,-1.3717187,0.54815734,-0.47458994,-0.56723621,-1.054424,-1.3479129,-1.0599721,0.52069963
8071,0.76329326,-0.51417754,0.57748568,0.77564084,-1.5653218,-0.96861572,0.97572411,-0.75386115,0.33781068
7096,-0.41103338,-0.41517466,-0.47714511,-0.72620914,1.0383584,-0.28112089,-0.090778758,1.0763753,1.0887837
6825,0.61872155,0.32196642,0.70560241,0.33915453,-0.16768903,-1.4592884,-0.20380119,-0.98464877,0.7097669
6934,0.88031076,-0.42821008,-0.19165048,0.18323529,0.31285589,0.22378443,0.040939967,0.87565774,0.99991259
2351,0.88853817,0.084358778,-0.68070212,0.92277962,0.19179919,0.49086488,-0.21106488,-0.95791046,0.57897092
2845,0.10777847,-0.95487567,-0.14432752,-1.0774287,-1.17185,-0.26354085,0.26292406,0.88718093,0.47953985
1181,-1.4309787,-0.36706253,-0.30566231,-0.20861892,0.76374405,-1.0951877,-0.043510499,-0.17715905,1.2251342
1375,-1.3452058,-0.51348206,1.3742346,-0.83137392,0.92018811,1.3181617,1.5541106,0.72412821,0.5013021
5762,1.2135269,0.10139065,1.199972,-0.22527568,-0.43385665,0.47205673,-0.38083727,0.58651683,0.47668525
1677,-1.0051578,0.21067774,1.4936555,-1.4012809,0.88407123,-0.88960812,-1.3041421,-1.0877084,0.67812435
5086,-1.1013341,0.54989913,-0.20422685,1.1699305,1.3281903,-0.6101479,-1.0164918,-0.9534197,1.0721055
4395,-0.7805796,0.20100394,0.30691227,0.98434822,-0.22477635,0.67865423,-1.2137405,1.1463866,0.86565788
626,-1.0106763,-0.54927686,0.98631996,0.72069383,-0.17415329,1.466219,-0.54543325,0.22439303,0.3405047
6203,1.2071401,-1.0846086,0.79654347,0.15195839,-1.0766077,0.062896603,0.35528371,0.43779221,0.62760085
3844,-1.5441457,-0.93237883,0.95717614,-1.2452213,1.4663811,-0.16192114,0.21284953,0.51643435,0.63251443
2348,1.254966,1.4869195,-0.54903829,-0.81923051,-0.46226032,-0.87500184,1.2243798,0.6212707,0.74825823
7393,-1.1428494,0.56378214,-0.81443835,-0.75986384,-1.5605651,0.58394229,-0.27661576,-1.1118356,0.74859413
6766,-0.82474505,1.3877084,0.30419777,-0.69407154,-0.48080781,0.065909703,0.021879104,0.086677676,0.84616243
84,0.67195499,1.4500111,0.38057436,-1.2731219,-1.1072133,-0.80005107,-0.081602995,-1.5614873,0.38816368
5998,-0.8935756,-0.1873108,1.1571524,-0.20204302,-0.035036497,-0.078171979,1.4704975,-0.39044529,0.39215042
1691,0.78186816,-0.47397398,0.77523785,-0.52911682,0.13131017,-1.4595731,0.20348145,-1.434053,0.59815804
7879,1.259901,-1.4232587,0.78901201,-0.85863743,0.49205388,0.79542494,-0.8569959,-0.77044208,0.74082153
6496,1.5476759,0.0089969294,-1.4600655,-0.62645135,0.14578858,-0.92711494,0.64816373,-0.93561492,0.94405013
4934,0.12321689,-0.19970896,-0.82269095,-0.028374034,0.99124276,0.11737922,1.3574815,1.1922172,1.047471
4266,0.2593669,1.2834321,-0.043867568,-0.94928863,-1.3200092,0.82527938,-1.3229232,0.33851734,0.36896161
4653,-1.4950934,1.1610494,0.41956521,0.39521663,1.4982253,0.060190511,-0.63663057,1.1925802,0.84804323
418,-1.3439084,-0.066899866,-1.4889931,0.31603435,1.2959537,-0.60249547,0.63232963,-1.3300243,1.1679408
4284,-0.62706738,-0.3612028,-1.5052909,0.83905513,-1.3390965,-0.975695,-0.69150929,0.84845044,1.357048
8058,1.5140529,-0.041101395,1.2355767,-0.55514221,1.0956258,1.509325,-0.4356091,0.5999821,0.51968227
4418,-0.21860486,1.2442686,-1.2892773,-0.10100658,-0.96957913,0.89679392,0.47829607,0.65113975,0.53027592
5040,1.0911477,-1.1657328,-0.065902468,0.13815588,1.4378771,0.84465644,1.5489823,-0.33385153,0.44009017
5591,-0.7127422,0.23956441,-1.1954395,-1.1233109,-0.24953951,-0.56166473,0.96543889,1.1544839,0.95664019
4560,0.83144658,-0.18089131,-1.3315075,-0.71279631,-1.475412,-0.37328202,-0.80856115,0.82661243,0.7909353
293,0.57456246,-0.049175148,0.16745193,0.44937869,1.0844953,0.66266276,-0.62428999,1.2772606,0.84161362
5990,-1.27581,0.79781898,0.22180094,-1.2074799,1.0578218,-0.80756254,-0.74428088,-0.72711358,0.68386166
3815,-0.98816777,-0.29148591,-0.99250819,-1.0981118,1.12552,-0.39210872,-0.66336891,-1.3417705,1.2821186
5322,-1.4303103,-0.84234687,-0.34659174,-0.93214989,0.011374878,-0.84631085,-1.3684691,0.54368587,0.52695627
6735,-1.3334375,-0.92082372,0.42504088,0.70117025,-1.3266101,1.0223856,-0.35617032,0.24186223,0.40253083
4970,-0.80827655,0.75607989,-0.40409881,-1.2879259,-1.3922203,-0.9063269,-0.82809294,-1.5302602,0.41115812
1634,-0.96633871,-1.1880992,0.36622319,0.34498992,-0.057165481,1.1635254,1.0081128,1.1808184,0.56568331
5939,0.47542908,-0.93632611,0.33002242,0.8397479,1.0081321,0.19343728,1.360685,-0.52809441,0.072656853
7720,1.0338537,-0.30866999,0.32740131,0.65777909,0.77074945,0.71828855,1.1978019,-0.11333267,0.19210647
2860,0.83265238,-0.85879566,1.3256328,0.6652084,1.456907,-0.42815752,-0.11784394,-0.74592223,0.46186388
1149,0.51732214,-1.2346954,0.068239399,-0.098777764,1.3337187,1.5705971,1.4996411,-1.2101949,0.69674011
3315,0.02303581,-1.1455617,-1.2797614,-0.59991771,-1.5579216,0.009857311,-1.2729345,0.0015999957,0.96129554
7372,0.40963878,-0.17988432,1.0940724,0.49034082,1.1065847,-0.56832349,0.62716778,-0.35343098,0.62177655
1850,1.2769911,-1.1182881,-0.93981964,0.84938348,-1.2641962,0.78935963,-0.40538402,1.3285359,0.66925673
7736,1.3080523,0.77719139,1.2694899,0.10020138,-1.26436,0.94076811,-0.54064993,0.28249733,0.3991106
6569,0.95435451,-0.36024307,-0.25954684,1.2205619,-1.1620295,-0.64704904,-0.42557678,-0.83313281,0.5867247
6193,0.38706085,1.34768,-1.511035,0.14900602,-1.2787507,0.57466072,0.63855732,0.13112035,0.55587055
2809,-0.50304414,1.0853403,0.71619286,-0.95397128,0.68652485,0.2307109,1.4229378,-0.83876159,0.47456215
438,0.40264667,-1.4548586,0.57100489,0.80636925,-0.10033652,-1.3840788,0.71874065,-1.4345881,0.56279258
2722,-0.49424213,1.0829322,-0.56543968,1.4371245,-0.90093109,-0.26841611,-1.1274812,1.4578254,1.1130528
1298,-1.2702229,-1.2069528,1.2929296,1.3333934,0.78862011,1.2179434,0.83642727,0.081528923,0.57186283
5848,-1.3384943,0.13198039,-0.073087897,0.01236876,-0.46821588,1.1757827,-1.2367528,-1.3579025,0.73897239
8186,-0.16103965,-0.86975856,-1.3443771,-1.0677988,-0.72580086,1.0466443,0.36614923,-0.82380465,1.0208791
5904,0.89134251,1.5178355,-0.8184378,-1.0910272,-1.3642884,-0.95347701,-0.3462856,0.15731534,0.88076504
4877,-0.35467058,-1.2501734,0.14008867,0.82754214,1.3755384,-1.3725029,0.77538448,-0.52537559,1.0887926
6292,1.4138674,1.4224111,1.0319025,-1.5530683,1.5222555,-1.3024396,0.64481526,-1.2245924,0.7065217
5273,-0.38818133,1.4232443,-0.44836696,0.71352635,-0.21422897,-0.29160702,-1.5337611,-0.38288584,1.0411493
6302,-0.26130038,-1.0887259,-0.36884853,0.37342364,-1.009054,1.2355482,0.81990967,-1.2467951,0.71723983
8039,1.3876332,-0.79536201,-1.1714981,-0.38031229,-1.3321468,1.2061477,-0.3916686,1.388617,0.48672042
1765,-1.0297601,0.47918795,0.4394487,1.248878,0.083688073,-0.68822387,-1.0381455,0.5284576,0.89957583
1783,0.49700211,-0.08644619,-1.3483079,-0.10881834,1.4004353,-1.3724079,0.84920762,1.0193083,1.1723867
373,1.3375593,0.57734286,-0.90643207,1.0970192,-0.73458909,0.29277848,-1.2305339,-0.70689018,0.50306144
4766,0.49035976,0.74687185,-0.089152989,-0.6053309,1.1205268,1.3667253,-1.0048531,-0.2696246,1.0449029
5924,-0.30705388,-0.65653814,0.71022298,1.1721105,1.38701,1.5044366,-0.31736158,-0.21406172,0.17646626
6086,1.2698271,-0.22688212,0.51303106,0.55377602,0.5809812,1.5159514,1.5568206,-0.38322682,0.48997815
5930,-0.63450039,-0.45707396,-1.1145926,-1.5392803,0.76042593,0.087232305,0.98152743,0.23395545,1.3178256
7657,-0.9003179,0.31842771,-1.0204884,1.0322546,-1.2744725,-0.14527334,-1.2784619,-1.3031392,0.81133368
7802,0.78051427,0.36639664,0.57107474,0.62805336,0.65597395,1.336386,1.2336984,0.9869111,0.14453834
1793,0.6346174,-1.0936861,0.15145577,-0.73669528,0.0099210269,-1.3245923,-1.5114441,0.48277905,0.18615353
7338,-0.9796656,-0.2077651,1.0444864,-0.92188638,0.76451749,1.4011613,-0.45126188,-0.30771615,0.84464596
7893,1.1543184,-0.042035852,-1.4289937,-0.042537915,-1.1530073,-0.67580826,0.6703976,1.5520089,0.69361472
4441,-0.79329798,1.3140874,-0.58846835,1.4729738,1.3191943,-0.7810665,-0.10874092,-0.061818736,1.1595476
5459,1.5564282,-1.5590803,-0.51630748,-1.4387558,0.48845673,0.66421531,0.90512818,-0.54949758,1.06635
2388,1.4548235,0.48311332,-0.87773725,-0.11675627,0.99968798,1.2930236,0.18806799,1.2236898,1.0112455
3932,1.4791968,0.34409948,0.31867557,-1.0823674,0.01611213,-1.5257594,0.19958852,-0.8705332,0.62970729
4813,-1.5497997,-1.5689764,-1.355986,0.9367846,0.84964916,0.26222661,-1.2534271,0.78598733,1.0710455
1393,-0.065918672,0.43080144,-0.33900675,-1.5304143,-1.1457655,1.239609,-0.68564305,-0.852942,0.8286717
812,-1.5656938,0.9699357,1.0081291,-1.5213025,0.018112817,0.72056579,-1.0757792,0.86836547,0.57594742
7940,-0.39116898,-1.4173303,0.36800949,-0.20407656,0.83594788,0.23021358,-1.4095116,0.67726324,0.94027388
1703,-1.2299032,-1.4729992,1.1098824,0.018811904,-0.63417914,1.4586702,-0.5462189,-1.3643174,0.2826546
3320,-0.37013505,0.49405514,-0.24795606,-0.1056526,1.0410865,-1.0043699,0.13806672,-0.54441116,1.1686304
8142,0.21548863,1.192267,1.0189213,0.68718018,-1.3009858,-0.77486084,0.16575184,1.2532085,0.74481364
5433,0.66757793,1.4683437,1.4951848,-0.17297495,1.1350222,-1.3847737,1.2636833,-0.34846956,0.76307871
2164,0.12277585,0.83019687,-0.48985104,0.36055029,0.39846266,0.17329752,1.3722021,1.4857511,0.68838603
4879,-0.025924725,0.83953638,-1.5367544,-0.42728805,-1.1410812,-1.5352305,-1.0597779,1.0453829,1.0209201
2251,0.70656106,0.13875794,0.24583513,0.52576069,0.46189062,0.23256163,-0.91267775,1.2083432,0.76747796
6603,0.48140988,-0.020709182,-1.35055,1.4218244,-0.11693959,-1.3984824,-0.81353704,0.59095639,1.0459976
3307,-1.0745802,-0.11129475,1.0314036,1.2603554,0.80599247,-1.498517,0.82859438,1.0784224,0.66945958
7500,1.362745,-0.55545953,0.6303574,-1.2268886,1.2467762,0.040718039,0.27108929,-0.70973021,0.74475693
4695,-0.3385924,0.50812621,1.2428021,-0.80238667,0.47049912,1.482706,0.58709135,1.2818144,0.48436933
5890,0.15005563,-1.5215847,-0.68496886,0.6561963,-1.1675914,-1.3697484,1.24529,0.39389771,0.79303352
4781,-0.51265558,0.49909422,0.16195063,-1.3726106,-1.2222967,0.24818172,-0.79334298,0.70124526,0.41912061
921,0.10062186,-1.0042651,-0.090509658,1.2995721,0.9732375,0.87604235,0.48805703,-0.166548,0.40459906
322,1.2522895,-0.17880851,-0.92243208,0.10586437,0.64913954,1.1897164,0.17377299,1.0944717,1.0505653
5518,0.67651285,-1.252392,0.63762839,-0.52345704,0.51123014,-0.11132729,-1.0975677,-0.50492661,0.77000326
4112,-0.80721645,1.4555653,-0.65101543,0.73177767,1.3203122,-0.10994609,1.1222945,-0.11101162,0.94929194
6332,-0.97252382,-0.60207247,0.10602505,-1.2106161,-0.90203816,0.54734737,-0.8373357,0.13080575,0.61997919
4669,-0.3387145,0.74265503,1.5083274,0.11333246,-0.56167009,-0.73337442,-1.2395663,-0.50575093,0.75160606
4104,-0.33738361,-0.016245788,-0.79654695,1.1576602,1.0140533,0.94661501,1.3881988,0.63214669,0.40979032
2619,0.71917626,1.1351981,-0.36470307,0.20211934,-1.0531956,-1.3112437,0.46920438,1.4741817,0.95816071
4982,0.63762583,0.18514744,1.0831017,-0.29363294,0.85812764,1.417406,-1.5479055,-0.30152196,0.77274092
7012,0.19820601,-1.2851856,1.5304948,-0.75226887,0.99154333,-0.88094351,-0.71967491,-0.34227511,0.72833641
231,-0.036608272,0.18970321,-1.5447578,-0.15726949,0.28357921,0.22490179,-1.2967388,0.60803924,0.97318576
6134,0.75835522,-0.8863391,-0.97456462,-0.46765057,-0.33796324,1.2424399,0.0046751621,-0.029376019,0.89847278
110,-1.0453584,-0.41006957,-1.1258952,1.0432506,1.1416875,1.3471563,-0.56209859,-0.31910533,1.2048732
2835,1.3956442,-0.36717367,0.32131255,0.91164403,-0.31291416,1.2677315,0.0052495667,-0.35680012,0.25454147
6217,-0.057315798,-0.40044957,0.21186612,-0.48694127,-1.069933,-1.5049098,-1.0726221,-0.65704355,0.58200688
1079,0.25794355,1.2662979,-0.739997,-1.4383775,-0.43648301,-0.015893014,-1.183975,0.078218194,0.67223892
4955,-0.40094858,1.2115198,0.57875176,-0.30248284,0.99465362,-0.32096878,1.4725036,0.40670792,0.85679413
1115,0.65392763,1.44296,1.4315149,-1.268913,1.2668527,0.27588786,-0.090694777,-1.1402051,0.68968284
1978,0.20400747,0.41231925,-0.45783576,0.83745842,0.55541939,-0.23175543,0.22031497,0.18899685,0.9677182
6887,1.0169314,-0.48680611,1.0797732,-0.97320248,0.38873461,1.0088758,1.1544628,0.79393674,0.48126825
1467,0.14246297,-0.70185699,1.1780111,0.61895323,0.71471549,-0.13380195,0.21203787,1.1745566,0.54002553
3443,0.21761793,-1.4303656,-1.0110686,-0.073342794,1.1322774,0.66694162,-1.0063902,0.96463303,1.3716155
5333,-1.1554991,1.1404543,0.62940047,0.51131257,-0.082582437,1.0297404,-0.61289889,0.92210421,0.66490449
1578,0.47011708,1.1841621,-0.84818462,0.64046384,0.9704909,0.2432907,-0.20626836,0.22800855,1.0779619
4099,1.3927448,-0.45607081,0.3464589,1.4093773,-0.44198075,-1.255936,-0.64954085,-0.099119339,0.89777082
2464,0.049997792,-0.93186067,-0.67393069,-0.78215935,1.221038,0.80881671,0.45764536,0.14129615,1.0099248
4656,0.8239873,0.84258555,0.6787762,-1.2671091,0.18113826,-0.61023495,-1.1753662,-0.85412055,0.54650083
4705,0.49948691,-0.68269653,0.76532621,0.99765922,-0.86663292,0.9231912,0.069091885,-0.73987314,0.36598749
1450,-1.1445941,-0.028488361,1.0757106,-1.1610442,1.2142384,-1.1890982,0.49845217,-0.16454073,0.66969025
4782,1.1863441,0.22413667,1.2850379,-0.75206166,-0.26598783,-0.84493115,-0.79616932,-1.4265435,0.47557247
1840,0.59462692,1.0744556,-1.4328422,0.45284744,1.2657122,0.64534681,0.23508271,1.0986243,1.1399076
6582,0.7619058,-0.69024635,0.29668721,0.85347161,1.1067889,0.83184814,-0.8047188,-0.94773237,0.6860805
2609,1.2618028,0.20565249,-0.75417773,0.83520687,1.197051,-1.4805632,-1.2069873,1.5382193,0.26940252
3948,-0.21406105,0.075004892,0.86243616,1.2619845,0.14634805,-1.3550932,-1.3593331,-0.0043478108,0.75647262
6272,-0.87479485,0.65313405,0.023488303,-0.020392273,1.3941742,-1.1421222,0.94253122,-0.40614873,0.99876366
4015,0.49826772,-0.94505405,1.4884399,1.4559131,-0.054957343,-0.10795869,-0.72602003,0.62117854,0.37853167
3312,1.1007188,0.34341822,0.035942058,1.1051373,-0.5572962,-0.71768655,0.75814131,-1.0900114,0.26706508
