,theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
7328,0.404207,-1.754602,0.533204,-1.396622,-0.617792,-1.841602,-0.835655,-1.942689,1.376531,2.24384,-1.036867,-0.201905,-15.590137,26.572818,59.345985,-72.036973,74.586743,1.815732,1.764976,1.458784,1.041741,0.542862,1.633723,0.483005,1.366826,1.243138,1.415109,0.485551,1.398184,1.786958,1.904975,0.923522,0.059922
500,-0.789947,-1.836048,-1.729293,1.780546,1.972722,-0.82214,-0.977224,-1.530389,-1.031541,-0.23079,-0.589638,0.107558,-58.296624,8.639965,11.888835,15.64265,-43.98846,1.914184,0.438762,0.264705,2.149617,1.86729,2.035175,2.17986,1.656098,0.796642,0.907692,2.072093,1.666767,2.349603,1.524364,0.731153,-0.00312
6455,1.555764,-1.326378,1.870039,-1.894719,1.785583,1.795029,0.337247,-0.885971,0.633198,1.578262,-0.185634,-0.346341,-36.653361,16.964256,-31.742901,47.070569,15.060168,2.368692,0.600858,2.115302,1.128758,0.530171,2.091108,1.757596,1.172955,0.851706,1.618715,2.491791,1.776473,1.181305,1.698249,0.464192,0.004758
437,1.257515,-0.008383,0.480984,2.159417,-1.490067,-1.91673,-0.596991,-0.951942,-0.731777,0.357336,2.156888,-1.592097,-45.537024,-40.756905,48.70052,-40.35508,52.16534,1.26808,2.120638,0.805754,1.059581,1.13289,2.485317,0.968136,0.961838,0.85331,1.581189,1.79362,1.376565,0.67178,1.602088,2.042047,0.015036
2110,-0.219655,-1.949059,-2.012686,-1.688308,-2.089765,-1.237977,-1.479791,1.137595,1.399406,0.282593,-0.542097,-1.978746,-46.265238,20.139491,-65.570509,6.461717,2.077118,0.776779,2.325474,0.993519,2.330701,1.087772,2.432803,0.375426,2.286555,1.636403,0.519749,2.424473,2.124643,0.616136,2.393648,1.54892,0.014817
1965,-0.442976,0.469645,0.07726,-2.104131,2.340347,-0.100536,2.037783,-0.623984,-2.2348,2.16987,-0.175936,-2.282142,-58.109772,-0.941323,-70.818603,1.733281,31.259808,0.37883,0.990836,2.237325,2.222689,1.491187,1.132045,1.774728,1.096995,2.198958,0.881972,1.809668,1.09231,2.211476,2.031691,2.130525,0.001479
2132,-1.030477,-1.193886,-0.283541,-1.242293,1.383962,-0.095979,-1.477404,-1.153539,-0.762155,-1.266485,0.046532,-0.185788,56.547522,-5.791863,6.150366,19.202668,-60.750579,1.600208,1.939655,1.03459,1.850163,2.193018,2.296717,1.413525,0.85577,2.419075,1.402409,0.787622,2.30537,0.605468,0.851676,1.111302,-0.003911
5241,-1.856948,0.428116,-0.478241,1.544844,-1.074977,0.163989,-0.585787,-1.143382,0.306282,1.749011,-0.246589,-2.234509,74.487882,17.834968,52.307178,-23.26249,-72.672259,2.085088,1.827815,2.34115,1.215542,1.120888,1.014533,2.254373,0.751402,1.058111,1.172632,2.17451,1.739527,1.231115,1.842491,1.490522,0.017008
3707,0.457823,-0.69469,1.637535,1.703162,1.994946,0.407752,1.278593,0.811418,-0.144456,-0.995843,1.269288,-0.064445,22.977019,74.755325,12.751668,-32.713005,-57.467547,1.268992,1.699155,2.198975,1.18119,2.012384,1.644989,0.82332,1.538712,1.128137,1.350482,1.046575,0.786856,0.683724,2.100661,0.302922,-0.02255
3885,-0.181331,1.283443,2.225105,-0.180997,2.183036,-0.378335,-1.67081,-0.185768,2.10359,-2.026183,-2.334494,-0.48991,-43.856288,7.367374,73.44886,-45.01793,-16.348948,1.723429,0.676548,0.747083,0.476993,1.564184,1.742702,0.587405,1.009117,1.224698,2.00684,0.714862,1.190711,2.271083,0.349467,2.493231,-0.021644
6693,1.507821,-1.285852,-0.293523,0.637161,2.210977,-2.001643,0.123851,-1.31525,0.417125,-1.415105,-0.236586,0.950823,24.698032,49.822195,61.639229,70.527937,63.043896,1.056492,0.955826,1.072064,1.672181,1.101965,2.484929,1.200729,1.901646,1.210153,0.548492,1.759857,0.91889,1.279388,0.928832,1.879911,0.037732
3733,-0.191251,-0.508456,-2.05071,0.134898,0.567019,1.442977,2.151896,-0.67188,-1.410517,1.464962,-0.618978,1.790423,-53.47727,7.51635,27.287914,-72.029799,45.166048,0.711648,1.166146,1.171572,2.365842,2.198741,1.738619,1.726803,1.124808,1.640775,2.012221,1.147968,1.651602,1.720845,2.245758,2.197603,0.065107
1533,-2.145207,-0.004665,1.713389,-0.473575,-0.154181,0.501149,1.770872,-0.407285,1.858638,-0.301467,-0.939582,-0.332446,46.673678,-55.497574,-47.729832,4.70629,48.617689,2.387455,0.958263,1.531367,1.436429,1.055673,0.70035,0.287726,2.053294,0.709112,1.294223,0.499803,2.439796,0.901931,2.01205,0.51879,-0.004162
7901,0.690167,-2.258694,1.129399,0.300093,1.409475,-0.127488,1.444266,0.264522,2.034217,0.697834,-0.633558,1.7868,-41.533221,51.154886,-39.835492,-65.105707,18.376455,1.42119,1.447661,0.840396,0.53754,2.189804,2.280464,0.507144,2.074996,0.961025,0.698947,1.449305,1.467693,2.26409,2.067397,1.49437,0.017866
3298,-2.163781,-1.156671,-1.568119,1.022754,-1.374148,0.120508,-0.949427,-0.87128,-2.206851,0.676124,2.053442,-1.331118,73.895413,-39.794341,26.503109,-62.246232,-72.423319,1.844268,2.110015,2.266809,0.510441,1.232087,2.427927,1.673837,1.924937,1.169258,1.722588,2.28615,1.572595,1.360445,1.996555,1.09415,0.023626
2405,-0.683116,-1.744409,2.197563,-1.267083,-0.577295,0.203949,1.862774,-1.471238,-1.193507,1.362595,-1.075284,-0.28053,70.939081,73.137844,-22.252698,-51.087995,-35.927304,2.42196,0.382041,0.969229,1.329655,2.012717,0.479224,0.823996,1.64798,1.606342,1.532267,0.819888,2.349716,1.181613,2.365319,2.421916,0.030129
1277,1.989907,0.541631,-1.138495,2.326512,-1.725388,1.448494,0.642089,0.215314,-0.334218,-0.035345,-0.287127,-0.250226,-66.882568,4.673554,-51.584679,16.298977,36.901388,0.649527,1.093918,2.230864,1.626316,1.99252,0.784948,2.377909,0.275725,0.615087,0.521392,0.79094,1.835778,1.174865,1.450434,2.448227,-0.004669
2344,-2.087598,2.191497,0.461772,-0.299046,2.060371,2.027218,0.874354,2.045871,-1.352452,1.910338,1.547149,-0.026429,-39.055897,-12.468694,-11.344836,-22.665595,59.348255,0.866907,0.608199,1.755926,2.343539,0.851557,1.366165,1.383076,2.113154,1.038434,1.212373,1.848471,0.755498,2.403533,1.183852,1.751619,-0.002671
6140,-0.224313,-0.109629,0.013147,-0.517418,-1.886317,1.626329,1.849939,-0.420363,-1.163207,1.677845,0.600302,0.045261,64.054919,21.02021,36.663941,10.850071,-42.864266,1.829338,0.926082,0.656668,1.861404,2.119337,1.448454,0.665993,1.095789,2.175159,1.397521,1.891801,2.254695,1.65324,2.254865,2.272064,-0.001828
3745,-0.584475,2.056601,-0.075687,0.2727,-1.893232,-1.503972,-0.010341,0.56106,0.238503,-1.717584,0.663974,0.474249,65.193455,-43.605563,21.297851,52.989867,50.696906,2.318421,1.701378,1.314901,1.547118,0.666374,0.750127,2.126041,1.621687,0.69138,0.266987,2.25281,1.481925,0.717039,1.779202,2.047942,0.018451
5650,-1.807739,-1.893157,-0.236376,-0.228155,1.291121,-0.680251,-0.728218,-1.092644,0.113559,0.070412,0.597365,-2.182688,47.950366,-48.196898,-45.263386,58.274377,67.452896,1.087319,1.576118,2.070112,2.116853,2.44902,0.675499,1.117766,0.289044,1.712154,2.418099,0.748895,1.672856,1.198027,1.493116,2.048534,-0.020806
1718,2.327667,-1.148596,2.212958,-1.701993,-1.192332,2.269361,-0.930073,-0.735803,-1.333861,-1.373401,-1.462623,2.22605,49.972791,42.704657,-12.826539,-25.646255,63.392953,1.305407,1.724814,1.443194,2.255178,0.775896,0.984823,2.422744,2.311358,2.237564,1.734835,1.114821,0.294639,1.242282,0.541035,2.421553,0.011927
1916,-0.643984,0.910777,1.592976,2.061048,-0.73695,-1.768035,0.956416,0.531709,1.749024,-0.039761,0.894121,-0.324058,34.325942,16.107289,-34.794951,51.2589,58.339045,0.689864,1.796111,0.494756,0.866671,1.13527,1.985264,0.330313,2.315151,0.73556,0.310224,2.178208,0.896468,2.430516,2.438606,1.157769,-0.044443
2338,0.609589,0.636847,1.648993,1.058487,0.723585,-1.381301,-2.294334,0.600874,0.245918,0.375798,1.44368,-0.158305,59.298644,32.310066,35.276965,-50.048684,31.771682,1.174778,2.246907,1.270022,1.009761,0.806462,1.706586,1.092327,2.486481,0.289375,0.529238,2.153713,0.9491,0.519297,1.570412,0.667372,0.033528
534,-0.421173,-0.648626,-1.70656,2.150474,-1.006912,-0.985589,-0.742869,-2.282356,-0.714123,0.182386,2.313938,-0.996083,62.045926,5.87732,-69.889907,10.334208,-12.963872,2.368055,1.14928,1.198009,1.179124,1.035358,1.256236,1.049671,1.064381,0.79891,0.785432,1.51055,0.315016,1.729257,1.873591,2.191846,-0.016869
6465,-0.317666,0.132206,-2.256858,-0.993989,-0.550238,-2.140768,-0.791471,0.82893,1.996647,0.726735,-0.28265,-0.418355,-13.076385,-24.804852,-45.149824,16.911005,-26.73127,1.038078,1.984568,2.141274,1.143589,2.30682,2.469615,0.318224,1.639044,2.15567,2.345619,2.067665,1.504155,0.827009,0.546378,2.224421,-0.011661
585,1.019147,-0.728135,0.315432,0.02503,1.27488,-0.329153,0.269437,-0.176979,-0.965617,0.349986,1.159126,0.422984,-60.306238,-16.941737,-39.766838,38.748043,-61.634026,1.628782,0.695519,2.33441,0.420947,2.350119,1.192187,2.337473,2.411334,1.796713,1.611387,0.833909,1.76532,0.489893,2.375478,2.154011,-0.009797
2189,-0.273134,-0.695837,1.211475,-0.970101,0.375681,-0.526239,0.6528,1.16985,1.58291,-2.173694,1.881764,1.968484,-43.516434,19.288407,30.253834,-23.818998,24.095276,0.914514,1.992013,1.257278,0.567415,0.299622,1.741467,2.343754,2.219323,1.169116,1.58788,1.741912,0.808613,1.86261,2.136973,0.846897,0.028435
4657,-0.794278,0.759877,0.677842,-2.066308,1.86898,-0.833335,-0.649547,1.67548,-1.452181,-1.3447,0.251519,0.272813,0.533348,-36.027076,42.934719,-46.18611,0.045462,1.586183,2.471839,1.704841,1.007999,0.44123,1.257043,1.123771,2.210479,1.014456,0.961479,1.570529,0.386799,2.182126,1.491999,1.284083,-0.008091
5597,0.744205,1.169702,-0.902088,-1.630013,2.206899,0.143664,1.819929,-0.57692,1.802471,-1.812155,-0.715782,0.578229,43.162301,28.791816,4.052667,13.172827,-4.294985,0.837769,1.377036,1.852917,1.220832,2.274888,1.286799,1.730791,0.65823,1.115596,2.067109,1.14469,0.548854,1.081026,1.556131,1.384988,0.005995
2598,1.171432,-0.104465,1.980188,2.135768,1.580428,-1.482674,-0.190645,0.254192,-1.930403,0.51247,-1.163886,-0.299881,68.683494,-36.519542,16.064383,-5.913484,62.074504,1.917912,2.344434,2.393887,1.067087,1.284868,0.783275,1.248536,2.13699,1.144864,1.234223,2.341154,1.271681,1.891442,0.721509,0.40177,0.005065
2022,0.475437,-1.534713,1.695938,-1.61576,1.426588,0.027475,-0.048463,0.728313,-2.037112,-2.236185,-2.258911,2.203967,-64.3691,-51.459809,14.982547,-38.327076,-63.169288,1.581695,1.305267,1.613438,1.545986,1.889563,0.628767,0.937568,2.447566,0.986231,1.335758,1.083617,2.356911,0.606067,1.924794,1.011323,-0.004001
7915,-2.084682,-0.643016,-1.655605,0.906049,2.244767,0.411907,0.421756,1.019931,-1.695502,-0.49148,0.517487,-1.667496,-32.55614,28.953333,18.667194,-60.474554,4.174441,0.772418,1.029875,1.353085,2.055621,1.577131,1.090551,1.895075,1.029293,0.572476,2.097548,1.983786,0.250012,0.444865,1.593618,1.439115,-0.04108
491,1.840369,-1.037906,1.177429,1.7275,1.061539,0.182363,1.926246,0.298745,2.311392,-1.371327,0.399929,1.743245,57.085281,32.318104,20.379273,64.442248,-69.134193,0.799326,1.013869,2.350112,1.089789,0.329938,0.5102,1.68305,1.518045,0.276655,0.495323,1.393653,2.131128,1.615833,1.31069,0.51069,-0.038344
5304,1.72378,-0.196019,-0.524651,-0.93094,-1.173782,-1.692876,1.240539,2.124045,-2.243128,-1.142702,2.297727,-0.128615,42.888055,69.541253,-20.166577,60.347001,-47.94729,0.623433,1.291458,1.282037,0.440853,1.670783,2.354339,2.369208,0.28305,2.225001,2.087441,0.877333,0.341891,1.154648,1.426758,0.523945,-0.026502
3685,-0.578314,1.938593,0.475315,1.119574,0.118562,-0.670453,-0.985976,2.18143,0.901395,-0.580616,0.947432,0.32438,-12.258127,-72.335399,8.946868,70.014022,-24.325834,2.210659,1.800886,1.98618,2.228704,1.327745,1.401486,1.018096,1.383776,0.369267,2.271724,2.117626,1.935373,1.063899,1.695924,1.892821,-0.076874
7959,-0.379226,2.203589,1.062848,-1.386544,-0.886804,0.766983,2.30465,-1.580477,0.662627,1.403051,0.290847,1.52663,-28.241005,-46.578569,3.989276,-2.230429,13.181975,1.366817,1.084143,2.192058,1.924529,1.056092,0.987338,1.944365,1.450383,1.586092,0.945727,2.32942,2.053691,0.635443,0.643625,0.903533,-0.005764
3077,0.232948,-0.844267,-0.596195,-1.71724,1.738972,0.66865,-1.049038,-2.136372,-2.310731,-1.659969,-1.761489,-2.122771,2.453596,-12.417987,-59.100182,3.236467,-54.696639,2.328892,2.191461,0.880466,1.240109,2.268737,1.408422,0.606235,2.491547,2.184734,0.318366,1.779528,0.774796,0.496329,0.299298,0.795958,-0.015996
2191,1.047261,0.536184,1.557144,-1.696767,1.806674,-1.868713,0.61647,-1.538839,-1.677655,-2.126734,-0.555006,-2.173707,52.726721,-21.993363,-42.453428,35.240019,-71.004169,1.868959,0.846418,0.499265,2.39309,1.16975,0.985485,2.291733,0.915044,1.891452,0.875784,1.307534,1.471808,1.678418,2.41464,1.099345,-0.004638
2726,-1.835162,-0.98229,-1.84181,0.381347,0.442387,-0.953326,-0.424565,-1.107202,0.472513,1.143056,-1.066833,0.371227,0.081108,13.177627,-73.617249,64.896758,69.81935,1.432203,2.03726,1.222252,1.392909,0.87565,1.303751,0.890343,0.746969,0.810199,1.519686,0.854118,1.655007,0.454358,1.390319,2.336421,-0.054957
852,0.786411,-1.049255,-1.062836,1.572904,-0.713318,-0.419713,0.330125,1.923777,1.22595,1.973119,1.138959,0.757647,28.721484,21.978203,-62.350068,-17.585485,-59.250801,1.701878,0.70978,1.273077,0.598075,0.342295,1.208771,2.05805,1.890277,1.386605,0.669391,1.9535,1.981313,1.436391,0.424537,1.947154,-0.001558
6796,-1.462632,2.081219,-1.016661,0.106488,-0.964053,-1.639517,-2.026822,1.059637,1.195673,2.041984,-0.696548,-1.314411,11.774244,39.712484,-52.277865,65.928131,4.090088,2.006651,2.02539,1.977446,1.689735,1.369854,0.393736,1.772643,2.054374,0.864667,1.201508,1.498093,2.440619,1.226718,2.19504,0.278411,-0.041157
3412,1.783547,0.571954,-0.434816,0.967246,-1.233469,-1.108943,-0.502581,-2.277879,-0.867574,-1.180684,0.119828,1.763735,68.862028,-35.891915,64.577137,-52.065505,35.058915,1.902817,0.63969,2.270036,0.748906,1.858001,1.171712,2.47042,0.355379,0.611012,1.786292,1.963718,0.449901,0.729098,1.955768,1.833891,0.030877
6104,1.102223,0.665043,-0.405828,-1.926707,1.368616,1.15813,-2.194323,-0.837231,-0.152416,1.889935,-2.068243,2.338223,60.340583,-5.813833,-63.092648,-48.142364,-28.708282,2.123684,0.260219,1.003277,2.083953,0.751821,1.353446,1.364323,1.924675,1.266873,2.078877,0.942079,1.7775,0.443222,0.976271,0.429978,-0.000321
6946,-2.173013,-0.81753,1.093096,-1.939323,1.385455,1.437424,-1.632076,0.506402,0.518278,2.208084,1.204002,0.661456,18.228527,66.849639,41.879266,64.819683,-25.581724,0.594468,0.478513,2.374093,1.374634,1.968804,0.444787,0.278729,1.604173,1.089141,0.693022,0.863661,2.30488,1.364794,0.847641,0.810166,-0.002988
2133,1.478329,-2.147916,1.584817,1.593099,-0.574246,-0.375555,-2.068965,-0.378227,0.1455,-0.313048,2.343485,0.809247,33.826959,29.706916,-65.867388,-33.196177,71.858056,2.400145,0.477968,2.212785,1.53462,2.113507,2.453849,0.833207,1.213653,0.858022,2.030546,0.879353,0.542698,1.125574,1.014552,0.328191,0.021834
4338,2.084848,-1.277268,-2.1153,-1.582173,0.426627,-1.93648,2.04829,1.617665,2.31874,-0.386437,-1.17543,-1.120926,22.935707,-19.579416,28.762745,-34.544044,68.251054,2.056942,1.267617,1.093741,1.500854,1.607529,1.243113,1.002804,0.877564,1.976403,2.160033,1.427758,1.575148,1.511582,1.910454,0.74567,0.045608
4180,-0.599393,1.086779,0.27703,0.196641,1.561176,0.106953,2.140981,-0.340189,-1.43064,-2.160984,-1.279694,-0.479281,-57.41713,-59.712068,69.279256,-73.538236,42.875094,1.400672,0.848254,2.103031,1.894914,0.563952,0.582839,0.781124,1.102478,2.105718,2.047827,1.069873,0.853043,1.590722,2.257873,1.072395,-0.005739
397,0.027839,1.356361,-2.175968,1.361277,0.334335,2.006113,-0.40443,-1.983461,-0.592191,-0.38198,-1.663575,-1.095856,-64.649802,30.776235,56.17692,65.494332,63.234275,1.802008,0.604472,2.117933,0.35822,1.09651,0.789234,2.406166,0.423281,1.08133,2.169546,1.55252,1.457689,0.629812,0.503597,0.95519,-0.064542
3992,-1.622846,0.130859,-1.331448,1.482938,-0.083829,0.092569,0.72415,-1.318173,-1.595477,-1.689454,2.204568,-1.349114,46.307226,-64.457298,-33.801539,-52.474027,69.030557,0.573534,1.889927,2.261551,2.13893,2.244966,2.387519,2.040022,0.40156,0.515161,1.812245,1.654714,2.27172,2.048386,1.470561,0.973613,0.065098
6576,0.364473,-0.403841,-1.510292,2.166587,1.19172,1.57763,-1.378091,-0.190421,-0.701693,1.751911,1.361134,-2.06307,-8.500513,-68.127989,72.888137,-19.075124,-45.601011,0.382179,1.027143,0.442232,2.338376,1.837302,2.038253,2.162957,1.069695,2.359192,0.697356,1.720454,2.417493,1.79957,2.377348,2.092143,-0.004092
401,1.808686,-1.03263,0.323481,-1.349923,1.999349,-0.9787,1.935567,1.458259,-0.170652,1.695683,-1.19048,0.410741,-10.204845,-62.837877,33.80122,47.096137,-5.221679,1.213509,0.6885,1.373341,0.493997,1.604414,0.634128,1.032099,0.485089,0.383051,2.183354,1.877723,1.884894,0.909176,2.277121,0.571898,0.020268
3989,-0.352732,-0.184708,1.079235,0.710253,0.743227,-1.128623,-1.398277,-0.164304,-0.002457,1.117344,0.335914,0.263601,21.999789,0.45615,16.505689,61.109662,20.092414,2.023,2.309647,0.486616,1.299196,0.842107,2.284667,1.402117,0.37888,1.831189,0.541558,2.216357,0.819777,0.497778,2.15788,1.239139,-0.056382
2570,1.945127,1.908142,2.338774,1.731818,-1.762457,0.462789,-2.065075,-0.97549,-0.658451,-1.904504,2.265031,1.695431,-22.803926,-15.587042,-71.408045,-5.014454,22.077794,0.797291,0.576111,2.441114,0.54526,1.434297,1.2247,2.031775,1.294255,1.049267,1.030404,1.245885,0.347199,0.375035,2.462763,2.162216,-0.026928
3698,-0.342397,-0.833083,-1.118272,-1.79258,-1.589816,-0.784964,1.803807,1.779909,0.684596,-1.651215,-0.716883,0.921136,42.502106,32.894188,-47.389612,22.788241,51.969489,1.393084,1.555684,0.637991,0.721965,1.318696,2.32535,1.155123,0.405775,1.607992,2.272951,2.483028,0.748316,0.953967,1.329835,0.542244,0.007584
4354,0.810513,-1.226892,1.042287,1.774904,1.390313,-1.743186,-0.801549,1.085181,1.687356,0.227999,0.802097,-1.294714,49.704963,41.317115,66.750406,24.078411,-14.141183,0.312062,1.571825,1.905824,1.678117,1.86777,1.114741,1.195641,1.882776,1.312971,0.597577,0.971277,2.008644,1.778075,1.107698,2.07799,-0.013392
3706,0.266176,1.55624,1.963723,-1.276202,1.658519,0.951136,1.327127,1.289941,-1.663914,-2.08116,2.015248,2.330532,-3.857688,-36.166754,-54.626221,47.11007,-71.055146,0.267441,0.873917,1.428499,0.528449,2.394115,0.399018,0.553623,2.499917,1.108828,0.816238,1.753756,1.875125,0.976097,2.019314,1.107767,-0.009716
5769,1.602564,-1.723371,-2.353939,-2.147572,-2.05818,1.816982,1.738384,0.201861,-0.245073,-0.318467,0.793167,-0.582602,17.332442,6.3497,69.404861,-62.508176,25.084315,0.506247,0.488766,1.431765,1.418001,1.845932,0.832965,1.642657,2.135991,2.343731,1.842132,2.205417,1.439376,1.098804,1.091606,1.624625,-0.029666
5946,1.04395,1.441168,0.037478,-1.573343,-1.963417,1.704347,-1.658581,-1.983064,1.3716,-0.521421,1.519285,-1.817413,14.147651,29.562601,58.640992,-70.848543,-51.458043,2.045061,1.833124,1.559195,1.138864,1.644267,2.19588,0.89641,1.461669,2.264083,1.94702,1.06165,2.157656,1.971693,1.745349,2.337311,-0.039848
6076,0.624853,-2.008815,2.119527,1.946611,-1.432419,0.925658,1.945448,-2.113584,-1.026047,-2.133747,-0.611094,2.349068,12.386172,-25.609496,-68.80598,-72.103975,-1.513529,2.306801,2.154584,2.093407,2.135812,1.591235,1.882395,1.663018,2.34074,1.074994,1.417802,0.748627,1.680012,2.207677,1.17383,2.060551,0.001517
4771,-1.493162,-2.108074,2.05623,-1.605943,1.480438,0.298682,1.254754,0.713291,-0.035877,0.205688,-1.888647,0.16383,46.141091,-6.678493,-45.438276,-31.098605,-74.253397,1.722228,0.736165,1.475263,1.239551,1.884337,0.550874,1.282327,0.813936,1.325917,2.191499,1.529863,0.903849,0.498149,1.632444,1.484143,-0.000422
573,1.982922,0.958541,-1.459429,-0.645497,-0.953337,-0.605466,-2.015991,-0.677807,-2.056171,-2.119108,0.395689,1.162538,38.462191,-65.947843,-35.40143,58.165837,43.21779,2.295959,2.175797,0.876939,0.471892,1.331361,1.431236,1.525994,1.122556,2.0401,1.708771,1.811532,0.924593,0.380973,1.0187,0.284921,-0.038827
7207,1.631883,0.950806,0.479537,1.387716,1.727369,-1.141689,0.484305,1.425118,-1.11606,-2.316154,1.44276,-1.477148,-49.408943,-16.11296,-60.518487,15.788198,2.244603,0.250661,2.366876,1.588483,0.640451,1.555414,0.595559,0.808189,1.484089,1.080131,2.267762,0.775071,0.615697,1.762416,1.169784,1.55682,0.007532
1438,2.040162,1.662656,-0.216127,0.811992,0.068777,1.393809,0.457054,0.508936,0.705909,-1.580471,0.756231,0.662765,-31.795877,56.699366,-3.753723,61.183666,63.874669,1.248509,1.694855,1.930599,1.822756,0.569251,1.902138,0.480129,0.280005,0.54732,2.298941,0.546584,1.1908,1.532017,1.107348,0.701017,-0.064604
6145,2.103748,0.639531,-0.356284,1.381299,2.26435,-0.319176,-1.69322,0.177637,-2.102303,0.093187,1.684221,-0.623992,74.526343,64.250024,0.149969,-29.478452,5.648892,1.238945,0.695543,0.489459,1.843403,1.075766,0.90044,1.689462,1.284543,2.067303,2.165376,1.229745,1.328803,1.198162,1.510106,1.850016,-0.019334
7153,0.021876,0.097267,-0.425755,-2.257862,0.989896,-2.256385,2.244369,-1.564202,0.874,0.795615,-1.865265,2.008096,-2.169482,-12.477381,-7.335581,10.895719,-25.650374,1.287419,0.904952,1.021316,1.501176,0.270021,1.495682,2.419981,0.872611,1.98074,0.788221,1.131799,2.145974,1.376087,1.644866,1.006777,-0.012377
535,-0.542814,0.1091,0.529383,0.353685,2.058903,0.903414,0.363049,-0.779405,0.987951,-1.974498,-0.737885,1.376529,69.994929,-45.227713,57.821612,-42.171719,-30.086372,1.200198,1.974525,2.09249,2.482349,0.592154,2.084221,0.74986,2.152003,1.466641,0.341683,2.165271,1.718337,0.585551,1.347645,0.617428,-0.011409
5711,-0.122441,1.450203,1.078242,-1.838124,1.066033,0.317838,-1.948375,0.046583,0.665755,2.134589,0.625201,-0.876983,28.61436,21.54739,46.985409,-66.239156,18.513138,2.129781,1.471819,1.857099,1.770996,1.385555,1.014382,1.959878,1.165912,1.728068,2.144379,1.572625,1.862047,1.667819,2.033756,0.831825,0.036422
2478,2.058821,-0.466822,0.252577,-0.800778,-0.08813,-1.50878,-0.693822,2.089861,-1.85759,-0.946644,-1.223739,2.196775,-11.557088,10.020903,-28.675027,8.813657,-68.869171,2.362754,2.060118,0.656097,1.275289,1.789721,1.091873,1.604544,0.577387,1.398964,1.381679,1.131358,1.490774,0.945359,0.656381,1.537715,-0.016917
2815,0.976804,-0.825667,1.001738,-1.152912,0.355508,-0.284996,-2.135517,-2.076113,2.000715,-1.5845,-0.9821,1.348683,22.785141,-0.136521,-44.503438,-69.288216,72.950282,1.005842,2.435855,2.155946,2.481592,1.371085,0.833573,0.608605,1.817761,2.10532,2.116934,1.566825,1.120311,0.315419,1.749288,1.026277,0.065905
3007,-0.487418,-1.90203,1.426783,-1.41037,-0.776075,0.397228,-1.239478,1.555913,1.177724,1.969949,-0.318137,1.63482,-48.294668,-38.483962,0.044732,1.807488,-71.552292,0.934367,0.400884,0.405382,1.7512,1.669681,1.821486,1.722463,2.435586,2.139293,1.60329,2.000409,0.631889,1.656523,1.188616,0.827991,0.004633
8066,-1.967784,-0.995094,-0.277884,-0.426353,1.820926,2.051083,1.43294,-1.60037,0.897595,1.519359,-0.570986,-2.142225,-54.817063,-10.380235,-10.615206,-59.758871,32.648143,1.635059,0.437191,0.871365,1.275741,0.386228,1.582294,2.359525,1.790274,1.379421,1.431965,0.285434,1.781192,1.745933,0.888294,2.313314,-0.023067
1221,-0.909142,2.324814,-1.982263,0.698948,-0.770079,2.210273,0.297567,1.367155,0.168646,2.292446,0.647366,-0.621632,-12.757849,-71.165612,19.559302,-66.813765,-38.946344,1.807043,1.968047,1.210317,1.052504,1.427705,0.68121,0.350998,1.226046,2.154289,1.630657,0.702239,0.533898,1.717179,1.377979,1.952195,0.052634
3538,0.561602,-0.063564,1.397889,-1.644734,-0.17591,-1.850082,-1.98962,-0.423766,-1.818174,1.78949,1.485659,-1.484701,-40.58719,51.097495,45.60402,-33.228522,-21.777206,1.232544,1.124614,0.63083,1.866943,0.718496,1.506876,1.568761,2.159519,1.788955,1.710947,2.378805,1.819623,1.906452,0.98315,1.305749,0.04058
7925,1.296528,0.662722,-1.718222,-0.636286,-1.655127,-0.491417,1.572207,1.714422,-1.960527,-1.557468,0.951448,1.845593,61.464616,-14.196181,54.78376,50.654741,-45.763439,2.1833,0.97123,1.204813,0.79493,1.396266,1.040241,2.327427,2.321767,1.692059,2.187388,2.172678,2.446883,0.756532,1.786954,1.836035,0.00086
473,2.080617,-1.708829,1.723701,-1.521776,2.355229,0.272996,-1.627549,1.210506,1.589864,1.592397,1.76251,0.422279,12.309367,33.529115,-26.160954,-37.153253,15.284854,0.513066,0.356879,1.057887,1.906383,2.086642,0.940551,0.842055,1.412283,2.496602,1.631529,1.862271,0.942714,1.187995,1.635781,1.314667,-0.027348
5686,-2.099414,1.513187,-0.629379,1.334731,1.859435,-1.035305,-2.230576,-2.229641,-0.662554,-0.16507,1.25922,0.376469,-45.412253,-43.742699,-33.538155,24.2253,54.610693,1.253707,1.297843,0.589971,1.386534,1.724897,0.597238,2.035718,2.303994,2.224503,0.46556,0.675165,2.256429,1.555892,1.880556,2.249151,0.015114
3518,-1.875509,-0.503196,1.528137,0.884067,0.355254,0.156327,-2.119643,0.819426,-2.220773,2.301039,-1.012688,0.896906,-20.154814,-41.967129,-41.533471,46.948604,65.180271,1.897208,0.877946,1.634914,0.253441,1.828461,1.949909,2.372004,2.27001,0.309271,1.920059,2.426146,0.987235,2.454969,1.657159,0.625543,-0.044562
