,LON,LAT,MEDV,CMEDV,CRIM,RM,AGE,DIS,B,LSTAT
303,-71.0865,42.12,33.1,33.1,0.1,6.982,17.7,5.4917,390.43,4.86
304,-71.0465,42.145,36.1,36.1,0.05515,7.236,41.1,4.022,393.68,6.93
305,-71.057,42.1525,28.4,28.4,0.05479,6.616,58.1,3.37,393.36,8.93
306,-71.045,42.159,33.4,33.4,0.07503,7.42,71.9,3.0992,396.9,6.47
307,-71.028,42.1565,28.2,28.2,0.04932,6.849,70.3,3.1827,396.9,7.53
308,-71.0138,42.1555,22.8,22.8,0.49298,6.635,82.5,3.3175,396.9,4.54
309,-71.0201,42.16,20.3,20.3,0.3494,5.972,76.7,3.1025,396.24,9.97
310,-71.016,42.176,16.1,16.1,2.63548,4.973,37.8,2.5194,350.45,12.64
311,-71.0075,42.178,22.1,22.1,0.79041,6.122,52.8,2.6403,396.9,5.98
312,-71.015,42.167,19.4,19.4,0.26169,6.023,90.4,2.834,396.3,11.72
313,-71.0075,42.1613,21.6,21.6,0.26938,6.266,82.8,3.2628,393.39,7.9
314,-71.0,42.153,23.8,23.8,0.3692,6.567,87.3,3.6023,395.69,9.28
315,-70.9795,42.158,16.2,16.2,0.25356,5.705,77.7,3.945,396.42,11.5
316,-70.988,42.1485,17.8,17.8,0.31827,5.914,83.2,3.9986,390.7,18.33
317,-71.004,42.1425,19.8,19.8,0.24522,5.782,71.7,4.0317,396.9,15.94
318,-71.01,42.15,23.1,23.1,0.40202,6.382,67.2,3.5325,395.21,10.36
319,-71.02,42.151,21.0,21.0,0.47547,6.113,58.8,4.0019,396.23,12.73
320,-71.0085,42.129,23.8,23.8,0.1676,6.426,52.3,4.5404,396.9,7.2
321,-70.9975,42.134,23.1,23.1,0.18159,6.376,54.3,4.5404,396.9,6.87
322,-70.99,42.1367,20.4,20.4,0.35114,6.041,49.9,4.7211,396.9,7.7
323,-70.9834,42.1375,18.5,18.5,0.28392,5.708,74.3,4.7211,391.13,11.74
324,-70.9895,42.1265,25.0,25.0,0.34109,6.415,40.1,4.7211,396.9,6.12
325,-71.0,42.1066,24.6,24.6,0.19186,6.431,14.7,5.4159,393.68,5.08
326,-70.9995,42.1175,23.0,23.0,0.30347,6.312,28.9,5.4159,396.9,6.15
327,-71.01,42.1215,22.2,22.2,0.24103,6.083,43.7,5.4159,396.9,12.79
328,-71.0275,42.113,19.3,19.3,0.06617,5.868,25.8,5.2146,382.44,9.97
329,-71.0415,42.115,22.6,22.6,0.06724,6.333,17.2,5.2146,375.21,7.34
330,-71.025,42.098,19.8,19.8,0.04544,6.144,32.2,5.8736,368.57,9.09
331,-71.0115,42.0865,17.1,17.1,0.05023,5.706,28.4,6.6407,394.02,12.43
332,-70.996,42.0895,19.4,19.4,0.03466,6.031,23.3,6.6407,362.25,7.83
333,-70.9795,42.0995,22.2,22.2,0.05083,6.316,38.1,6.4584,389.71,5.68
334,-70.965,42.101,20.7,20.7,0.03738,6.31,38.5,6.4584,389.4,6.75
335,-70.97,42.115,21.1,21.1,0.03961,6.037,34.5,5.9853,396.9,8.01
336,-70.976,42.128,19.5,19.5,0.03427,5.869,46.3,5.2311,396.9,9.8
337,-70.9602,42.127,18.5,18.5,0.03041,5.895,59.6,5.615,394.81,10.56
338,-70.9633,42.1374,20.6,20.6,0.03306,6.059,37.3,4.8122,396.14,8.51
339,-70.9675,42.144,19.0,19.0,0.05497,5.985,45.4,4.8122,396.9,9.74
340,-70.965,42.1503,18.7,18.7,0.06151,5.968,58.5,4.8122,396.9,9.29
341,-70.8875,42.1465,32.7,32.7,0.01301,7.241,49.3,7.0379,394.74,5.49
342,-70.915,42.16,16.5,16.5,0.02498,6.54,59.7,6.2669,389.96,8.65
343,-70.937,42.1475,23.9,23.9,0.02543,6.696,56.4,5.7321,396.9,7.18
344,-70.9325,42.123,31.2,31.2,0.03049,6.874,28.1,6.4654,387.97,4.61
345,-70.947,42.0725,17.5,17.5,0.03113,6.014,48.5,8.0136,385.64,10.53
346,-70.9501,42.0825,17.2,17.2,0.06162,5.898,52.3,8.0136,364.61,12.67
347,-70.9275,42.0795,23.1,23.1,0.0187,6.516,27.7,8.5353,392.43,6.36
348,-70.92,42.1016,24.5,24.5,0.01501,6.635,29.7,8.344,390.94,5.99
349,-70.855,42.13,26.6,26.6,0.02899,6.939,34.5,8.7921,389.85,5.89
350,-70.833,42.115,22.9,22.9,0.06211,6.49,44.4,8.7921,396.9,5.98
351,-70.83,42.0775,24.1,24.1,0.0795,6.579,35.9,10.7103,370.78,5.49
352,-70.81,42.059,18.6,18.6,0.07244,5.884,18.5,10.7103,392.33,7.79
353,-70.83,42.0485,30.1,30.1,0.01709,6.728,36.1,12.1265,384.46,4.5
354,-70.853,42.052,18.2,18.2,0.04301,5.663,21.9,10.5857,382.8,8.05
355,-70.8525,42.03,20.6,20.6,0.10659,5.936,19.5,10.5857,376.04,5.57
356,-71.083,42.2172,17.8,17.8,8.98296,6.212,97.4,2.1222,377.73,17.6
357,-71.095,42.212,21.7,21.7,3.8497,6.395,91.0,2.5052,391.34,13.27
358,-71.1007,42.21,22.7,22.7,5.20177,6.127,83.4,2.7227,395.43,11.48
359,-71.093,42.207,22.6,22.6,4.26131,6.112,81.3,2.5091,390.74,12.67
360,-71.0905,42.2033,25.0,25.0,4.54192,6.398,88.0,2.5182,374.56,7.79
361,-71.0865,42.21,19.9,19.9,3.83684,6.251,91.1,2.2955,350.65,14.19
362,-71.081,42.208,20.8,20.8,3.67822,5.362,96.2,2.1036,380.79,10.19
363,-71.0865,42.215,16.8,16.8,4.22239,5.803,89.0,1.9047,353.04,14.64
364,-71.059,42.2098,21.9,21.9,3.47428,8.78,82.9,1.9047,354.55,5.29
365,-71.0595,42.2075,27.5,27.5,4.55587,3.561,87.9,1.6132,354.7,7.12
366,-71.054,42.2052,21.9,21.9,3.69695,4.963,91.4,1.7523,316.03,14.0
367,-71.0508,42.207,23.1,23.1,13.5222,3.863,100.0,1.5106,131.42,13.33
368,-71.048,42.2105,50.0,50.0,4.89822,4.97,100.0,1.3325,375.52,3.26
369,-71.0497,42.2125,50.0,50.0,5.66998,6.683,96.8,1.3567,375.33,3.73
370,-71.0422,42.2144,50.0,50.0,6.53876,7.016,97.5,1.2024,392.05,2.96
371,-71.0417,42.216,50.0,50.0,9.2323,6.216,100.0,1.1691,366.15,9.53
372,-71.0397,42.2182,50.0,50.0,8.26725,5.875,89.6,1.1296,347.88,8.88
373,-71.0339,42.2207,13.8,13.8,11.1081,4.906,100.0,1.1742,396.9,34.77
374,-71.0346,42.2187,13.8,13.8,18.4982,4.138,100.0,1.137,396.9,37.97
375,-71.0367,42.224,15.0,15.0,19.6091,7.313,97.9,1.3163,396.9,13.44
376,-71.034,42.226,13.9,13.9,15.288,6.649,93.3,1.3449,363.02,23.24
377,-71.038,42.2265,13.3,13.3,9.82349,6.794,98.8,1.358,396.9,21.24
378,-71.04,42.2248,13.1,13.1,23.6482,6.38,96.2,1.3861,396.9,23.69
379,-71.04,42.2275,10.2,10.2,17.8667,6.223,100.0,1.3861,393.74,21.78
380,-71.046,42.23,10.4,10.4,88.9762,6.968,91.9,1.4165,396.9,17.21
381,-71.041,42.229,10.9,10.9,15.8744,6.545,99.1,1.5192,396.9,21.08
382,-71.023,42.2287,11.3,11.3,9.18702,5.536,100.0,1.5804,396.9,23.6
383,-71.0215,42.227,12.3,12.3,7.99248,5.52,100.0,1.5331,396.9,24.56
384,-71.0245,42.2235,8.8,8.8,20.0849,4.368,91.2,1.4395,285.83,30.63
385,-71.0235,42.2213,7.2,7.2,16.8118,5.277,98.1,1.4261,396.9,30.81
386,-71.0228,42.2231,10.5,10.5,24.3938,4.652,100.0,1.4672,396.9,28.28
387,-71.0215,42.2248,7.4,7.4,22.5971,5.0,89.5,1.5184,396.9,31.99
388,-71.0195,42.2255,10.2,10.2,14.3337,4.88,100.0,1.5895,372.92,30.62
389,-71.0168,42.2281,11.5,11.5,8.15174,5.39,98.9,1.7281,396.9,20.85
390,-71.0109,42.23,15.1,15.1,6.96215,5.713,97.0,1.9265,394.43,17.11
391,-71.0035,42.233,23.2,23.2,5.29305,6.051,82.5,2.1678,378.38,18.76
392,-71.02,42.2205,9.7,9.7,11.5779,5.036,97.0,1.77,396.9,25.68
393,-71.0167,42.201,13.8,13.8,8.64476,6.193,92.6,1.7912,396.9,15.17
394,-71.02,42.1993,12.7,12.7,13.3598,5.887,94.7,1.7821,396.9,16.35
395,-71.022,42.1996,13.1,13.1,8.71675,6.471,98.8,1.7257,391.98,17.12
396,-71.026,42.1993,12.5,12.5,5.87205,6.405,96.0,1.6768,396.9,19.37
397,-71.025,42.2024,8.5,8.5,7.67202,5.747,98.9,1.6334,393.1,19.92
398,-71.023,42.209,5.0,5.0,38.3518,5.453,100.0,1.4896,396.9,30.59
399,-71.033,42.2032,6.3,6.3,9.91655,5.852,77.8,1.5004,338.16,29.97
400,-71.0326,42.2011,5.6,5.6,25.0461,5.987,100.0,1.5888,396.9,26.77
401,-71.03,42.2015,7.2,7.2,14.2362,6.343,100.0,1.5741,396.9,20.32
402,-71.03,42.1988,12.1,12.1,9.59571,6.404,100.0,1.639,376.11,20.31
403,-71.0332,42.198,8.3,8.3,24.8017,5.349,96.0,1.7028,396.9,19.77
404,-71.0345,42.2001,8.5,8.5,41.5292,5.531,85.4,1.6074,329.46,27.38
405,-71.032,42.2057,5.0,5.0,67.9208,5.683,100.0,1.4254,384.97,22.98
406,-71.039,42.2198,11.9,11.9,20.7162,4.138,100.0,1.1781,370.22,23.34
407,-71.0427,42.209,27.9,27.9,11.9511,5.608,100.0,1.2852,332.09,12.13
408,-71.0437,42.205,17.2,17.2,7.40389,5.617,97.9,1.4547,314.64,26.4
409,-71.0455,42.206,27.5,27.5,14.4383,6.852,100.0,1.4655,179.36,19.78
410,-71.0462,42.2075,15.0,15.0,51.1358,5.757,100.0,1.413,2.6,10.11
411,-71.0487,42.2048,17.2,17.2,14.0507,6.657,100.0,1.5275,35.05,21.22
412,-71.047,42.203,17.9,17.9,18.811,4.628,100.0,1.5539,28.79,34.37
413,-71.0451,42.2015,16.3,16.3,28.6558,5.155,100.0,1.5894,210.97,20.08
414,-71.042,42.1985,7.0,7.0,45.7461,4.519,100.0,1.6582,88.27,36.98
415,-71.0455,42.1953,7.2,7.2,18.0846,6.434,100.0,1.8347,27.25,29.05
416,-71.0477,42.1965,7.5,7.5,10.8342,6.782,90.8,1.8195,21.57,25.79
417,-71.0498,42.2007,10.4,10.4,25.9406,5.304,89.1,1.6475,127.36,26.64
418,-71.0525,42.1989,8.8,8.8,73.5341,5.957,100.0,1.8026,16.45,20.62
419,-71.0586,42.1999,8.4,8.4,11.8123,6.824,76.5,1.794,48.45,22.74
420,-71.0618,42.199,16.7,16.7,11.0874,6.411,100.0,1.8589,318.75,15.02
421,-71.065,42.2018,14.2,14.2,7.02259,6.006,95.3,1.8746,319.98,15.7
422,-71.0665,42.197,20.8,20.8,12.0482,5.648,87.6,1.9512,291.55,14.1
423,-71.0619,42.1948,13.4,13.4,7.05042,6.103,85.1,2.0218,2.52,23.29
424,-71.059,42.192,11.7,11.7,8.79212,5.565,70.6,2.0635,3.65,17.16
425,-71.0577,42.1967,8.3,8.3,15.8603,5.896,95.4,1.9096,7.68,24.39
426,-71.0558,42.1937,10.2,10.2,12.2472,5.837,59.7,1.9976,24.65,15.69
427,-71.0542,42.1961,10.9,10.9,37.6619,6.202,78.7,1.8629,18.82,14.52
428,-71.0521,42.194,11.0,11.0,7.36711,6.193,78.1,1.9356,96.73,21.52
429,-71.0485,42.192,9.5,9.5,9.33889,6.38,95.6,1.9682,60.72,24.08
430,-71.0547,42.189,14.5,14.5,8.49213,6.348,86.1,2.0527,83.45,17.64
431,-71.0505,42.188,14.1,14.1,10.0623,6.833,94.3,2.0882,81.33,19.69
432,-71.052,42.1854,16.1,16.1,6.44405,6.425,74.8,2.2004,97.95,12.03
433,-71.0495,42.1815,14.3,14.3,5.58107,6.436,87.9,2.3158,100.19,16.22
434,-71.0475,42.1842,11.7,11.7,13.9134,6.208,95.0,2.2222,100.63,15.17
435,-71.046,42.1867,13.4,13.4,11.1604,6.629,94.6,2.1247,109.85,23.27
436,-71.0455,42.1893,9.6,9.6,14.4208,6.461,93.3,2.0026,27.49,18.05
437,-71.0445,42.1917,8.7,8.2,15.1772,6.152,100.0,1.9142,9.32,26.45
438,-71.0445,42.1938,8.4,8.4,13.6781,5.935,87.9,1.8206,68.95,34.02
439,-71.037,42.194,12.8,12.8,9.39063,5.627,93.9,1.8172,396.9,22.88
440,-71.0321,42.1925,10.5,10.5,22.0511,5.818,92.4,1.8662,391.45,22.11
441,-71.0345,42.185,17.1,17.1,9.72418,6.406,97.2,2.0651,385.96,19.52
442,-71.034,42.189,18.4,14.8,5.66637,6.219,100.0,2.0048,395.69,16.59
443,-71.0378,42.1892,15.4,15.4,9.96654,6.485,100.0,1.9784,386.73,18.85
444,-71.0405,42.192,10.8,10.8,12.8023,5.854,96.6,1.8956,240.52,23.79
445,-71.0425,42.189,11.8,11.8,10.6718,6.459,94.8,1.9879,43.06,23.98
446,-71.039,42.1868,14.9,14.9,6.28807,6.341,96.4,2.072,318.01,17.79
447,-71.037,42.184,12.6,12.6,9.92485,6.251,96.6,2.198,388.52,16.44
448,-71.04,42.182,14.1,14.1,9.32909,6.185,98.7,2.2616,396.9,18.13
449,-71.0428,42.1845,13.0,13.0,7.52601,6.417,98.3,2.185,304.21,19.31
450,-71.046,42.181,13.4,13.4,6.71772,6.749,92.6,2.3236,0.32,17.44
451,-71.041,42.1795,15.2,15.2,5.44114,6.655,98.2,2.3552,355.29,17.73
452,-71.034,42.179,16.1,16.1,5.09017,6.297,91.8,2.3682,385.09,17.27
453,-71.04,42.177,17.8,17.8,8.24809,7.393,99.3,2.4527,375.87,16.74
454,-71.0455,42.1768,14.9,14.4,9.51363,6.728,94.1,2.4961,6.68,18.71
455,-71.051,42.178,14.1,14.1,4.75237,6.525,86.5,2.4358,50.92,18.13
456,-71.0517,42.1735,12.7,12.7,4.66883,5.976,87.9,2.5806,10.48,19.01
457,-71.0515,42.17,13.5,13.5,8.20058,5.936,80.3,2.7792,3.5,16.94
458,-71.0475,42.169,14.9,14.9,7.75223,6.301,83.7,2.7831,272.21,16.23
459,-71.043,42.169,20.0,20.0,6.80117,6.081,84.4,2.7175,396.9,14.7
460,-71.043,42.1728,16.4,16.4,4.81213,6.701,90.0,2.5975,255.23,16.42
461,-71.035,42.1745,17.7,17.7,3.69311,6.376,88.4,2.5671,391.43,14.65
462,-71.031,42.1695,19.5,19.5,6.65492,6.317,83.0,2.7344,396.9,13.99
463,-71.0358,42.1675,20.2,20.2,5.82115,6.513,89.9,2.8016,393.82,10.29
464,-71.045,42.164,21.4,21.4,7.83932,6.209,65.4,2.9634,396.9,13.22
465,-71.055,42.165,19.9,19.9,3.1636,5.759,48.2,3.0665,334.4,14.13
466,-71.055,42.1685,19.0,19.0,3.77498,5.952,84.7,2.8715,22.01,17.15
467,-71.066,42.178,19.1,19.1,4.42228,6.003,94.5,2.5403,331.29,21.32
468,-71.07,42.168,19.1,19.1,15.5757,5.926,71.0,2.9084,368.74,18.13
469,-71.069,42.1725,20.1,20.1,13.0751,5.713,56.7,2.8237,396.9,14.76
470,-71.074,42.168,19.9,19.9,4.34879,6.167,84.0,3.0334,396.9,16.29
471,-71.0825,42.1698,19.6,19.6,4.03841,6.229,90.7,3.0993,395.33,12.87
472,-71.0833,42.175,23.2,23.2,3.56868,6.437,75.0,2.8965,393.37,14.36
473,-71.0732,42.184,29.8,29.8,4.64689,6.98,67.6,2.5329,374.68,11.66
474,-71.055,42.183,13.8,13.8,8.05579,5.427,95.4,2.4298,352.58,18.14
475,-71.0511,42.1879,13.3,13.3,6.39312,6.162,97.4,2.206,302.76,24.1
476,-71.0565,42.188,16.7,16.7,4.87141,6.484,93.6,2.3053,396.21,18.68
477,-71.0528,42.192,12.0,12.0,15.0234,5.304,97.3,2.1007,349.48,24.91
478,-71.0558,42.1913,14.6,14.6,10.233,6.185,96.7,2.1705,379.7,18.03
479,-71.067,42.1945,21.4,21.4,14.3337,6.229,88.0,1.9512,383.32,13.11
480,-71.1008,42.174,23.0,23.0,5.82401,6.242,64.7,3.4242,396.9,10.74
481,-71.095,42.173,23.7,23.7,5.70818,6.75,74.9,3.3317,393.07,7.74
482,-71.09,42.1665,25.0,25.0,5.73116,7.061,77.0,3.4106,395.28,7.01
483,-71.0975,42.1608,21.8,21.8,2.81838,5.762,40.3,4.0983,392.92,10.42
484,-71.0804,42.154,20.6,20.6,2.37857,5.871,41.9,3.724,370.73,13.34
485,-71.075,42.1455,21.2,21.2,3.67367,6.312,51.9,3.9917,388.62,10.58
486,-71.0715,42.155,19.1,19.1,5.69175,6.114,79.8,3.5459,392.68,14.98
487,-71.065,42.161,20.6,20.6,4.83567,5.905,53.2,3.1523,388.22,11.45
488,-71.0189,42.2344,15.2,15.2,0.15086,5.454,92.7,1.8209,395.09,18.06
489,-71.0228,42.2335,7.0,7.0,0.18337,5.414,98.3,1.7554,344.05,23.97
490,-71.0245,42.2368,8.1,8.1,0.20746,5.093,98.0,1.8226,318.43,29.68
491,-71.016,42.2382,13.6,13.6,0.10574,5.983,98.8,1.8681,390.11,18.07
492,-71.0297,42.2447,20.1,20.1,0.11132,5.983,83.5,2.1099,396.9,13.35
493,-71.0125,42.2462,21.8,21.8,0.17331,5.707,54.0,2.3817,396.9,12.01
494,-71.0125,42.25,24.5,24.5,0.27957,5.926,42.6,2.3817,396.9,13.59
495,-71.0105,42.2547,23.1,23.1,0.17899,5.67,28.8,2.7986,393.29,17.6
496,-71.001,42.2525,19.7,19.7,0.2896,5.39,72.9,2.7986,396.9,21.14
497,-70.9947,42.2496,18.3,18.3,0.26838,5.794,70.6,2.8927,396.9,14.1
498,-71.005,42.2455,21.2,21.2,0.23912,6.019,65.3,2.4091,396.9,12.92
499,-70.9985,42.243,17.5,17.5,0.17783,5.569,73.5,2.3999,395.77,15.1
500,-70.992,42.238,16.8,16.8,0.22438,6.027,79.7,2.4982,396.9,14.33
501,-70.986,42.2312,22.4,22.4,0.06263,6.593,69.1,2.4786,391.99,9.67
502,-70.991,42.2275,20.6,20.6,0.04527,6.12,76.7,2.2875,396.9,9.08
503,-70.9948,42.226,23.9,23.9,0.06076,6.976,91.0,2.1675,396.9,5.64
504,-70.9875,42.224,22.0,22.0,0.10959,6.794,89.3,2.3889,393.45,6.48
505,-70.9825,42.221,11.9,19.0,0.04741,6.03,80.8,2.505,396.9,7.88
