,lp_avg,lp_l2_avg,PAR10
760,0.00278,0.0258463,16.95456
761,0.00278,0.0258463,3.95456
762,0.00278,0.0258463,6.95456
763,0.00278,0.0258463,72002.95456
764,0.00278,0.0258463,3.95456
765,0.00333323,0.0270717,71.7757
766,0.00333323,0.0270717,27.7757
767,0.00333323,0.0270717,28.7757
768,0.00333323,0.0270717,72018.7757
769,0.00333323,0.0270717,22.7757
770,0.001753,0.0215899,72014.7229
771,0.001753,0.0215899,1776.7229
772,0.001753,0.0215899,72014.7229
773,0.001753,0.0215899,72014.7229
774,0.001753,0.0215899,72014.7229
775,0.00316735,0.0193201,186.6902
776,0.00316735,0.0193201,20.6902
777,0.00316735,0.0193201,24.6902
778,0.00316735,0.0193201,671.6902
779,0.00316735,0.0193201,19.6902
780,0.00228159,0.0232364,21.20804
781,0.00228159,0.0232364,3.20804
782,0.00228159,0.0232364,4.20804
783,0.00228159,0.0232364,72002.20804
784,0.00228159,0.0232364,3.20804
785,0.00461654,0.0257616,72089.7509
786,0.00461654,0.0257616,104.7509
787,0.00461654,0.0257616,137.7509
788,0.00461654,0.0257616,5994.7509
789,0.00461654,0.0257616,115.7509
790,0.0222222,0.0471405,738.3447
791,0.0222222,0.0471405,33.3447
792,0.0222222,0.0471405,36.3447
793,0.0222222,0.0471405,44.3447
794,0.0222222,0.0471405,36.3447
795,0.00143648,0.0180824,73.0925
796,0.00143648,0.0180824,17.0925
797,0.00143648,0.0180824,33.0925
798,0.00143648,0.0180824,72015.0925
799,0.00143648,0.0180824,20.0925
800,0.035547,0.109318,107.1527
801,0.035547,0.109318,80.1527
802,0.035547,0.109318,50.1527
803,0.035547,0.109318,626.1527
804,0.035547,0.109318,38.1527
805,0.038623,1.22048,2358.8096
806,0.038623,1.22048,76.8096
807,0.038623,1.22048,1282.8096
808,0.038623,1.22048,6781.8096
809,0.038623,1.22048,152.8096
810,0.00172333,0.00393001,72018.7975
811,0.00172333,0.00393001,78.7975
812,0.00172333,0.00393001,72018.7975
813,0.00172333,0.00393001,72018.7975
814,0.00172333,0.00393001,50.7975
815,0.00898482,0.0501428,2106.393
816,0.00898482,0.0501428,261.393
817,0.00898482,0.0501428,271.393
818,0.00898482,0.0501428,72242.393
819,0.00898482,0.0501428,330.393
820,0.0162785,0.0704527,2102.5479
821,0.0162785,0.0704527,188.5479
822,0.0162785,0.0704527,278.5479
823,0.0162785,0.0704527,3633.5479
824,0.0162785,0.0704527,246.5479
825,0.0269401,0.0913174,684.6368
826,0.0269401,0.0913174,494.6368
827,0.0269401,0.0913174,49.6368
828,0.0269401,0.0913174,38.6368
829,0.0269401,0.0913174,617.6368
830,0.00475057,0.0541583,3319.3342
831,0.00475057,0.0541583,1136.3342
832,0.00475057,0.0541583,3946.3342
833,0.00475057,0.0541583,72019.3342
834,0.00475057,0.0541583,1395.3342
835,0.162881,0.174514,72086.9945
836,0.162881,0.174514,2117.9945
837,0.162881,0.174514,2294.9945
838,0.162881,0.174514,72086.9945
839,0.162881,0.174514,72086.9945
840,0.168244,0.175321,72185.561
841,0.168244,0.175321,2555.561
842,0.168244,0.175321,5353.561
843,0.168244,0.175321,72185.561
844,0.168244,0.175321,72185.561
845,0.161385,0.175469,875.9489
846,0.161385,0.175469,48.9489
847,0.161385,0.175469,110.9489
848,0.161385,0.175469,416.9489
849,0.161385,0.175469,47.9489
850,0.00443738,0.0443738,72004.65283
851,0.00443738,0.0443738,5.65283
852,0.00443738,0.0443738,5.65283
853,0.00443738,0.0443738,489.65283
854,0.00443738,0.0443738,6.65283
855,0.0055,0.0205177,72018.826
856,0.0055,0.0205177,147.826
857,0.0055,0.0205177,72018.826
858,0.0055,0.0205177,72018.826
859,0.0055,0.0205177,228.826
860,0.24031,0.279488,38.5494
861,0.24031,0.279488,21.5494
862,0.24031,0.279488,24.5494
863,0.24031,0.279488,24.5494
864,0.24031,0.279488,21.5494
865,0.26424,0.306962,209.5421
866,0.26424,0.306962,24.5421
867,0.26424,0.306962,38.5421
868,0.26424,0.306962,160.5421
869,0.26424,0.306962,66.5421
870,0.0387399,0.0785909,72000.53391
871,0.0387399,0.0785909,134.53391
872,0.0387399,0.0785909,1.53391
873,0.0387399,0.0785909,2448.53391
874,0.0387399,0.0785909,1.53391
875,0.0469852,0.0936589,72000.441061
876,0.0469852,0.0936589,1979.441061
877,0.0469852,0.0936589,1.441061
878,0.0469852,0.0936589,72000.441061
879,0.0469852,0.0936589,1.441061
880,0.0394862,0.0817254,72000.715779
881,0.0394862,0.0817254,72000.715779
882,0.0394862,0.0817254,1.715779
883,0.0394862,0.0817254,72000.715779
884,0.0394862,0.0817254,1.715779
885,0.039227,0.0821198,72000.663844
886,0.039227,0.0821198,72000.663844
887,0.039227,0.0821198,1.663844
888,0.039227,0.0821198,72000.663844
889,0.039227,0.0821198,1.663844
890,0.0469074,0.0923985,72004.24622
891,0.0469074,0.0923985,72004.24622
892,0.0469074,0.0923985,6.24622
893,0.0469074,0.0923985,72004.24622
894,0.0469074,0.0923985,6.24622
895,0.0483782,0.0538949,950.4327
896,0.0483782,0.0538949,58.4327
897,0.0483782,0.0538949,135.4327
898,0.0483782,0.0538949,955.4327
899,0.0483782,0.0538949,33.4327
900,0.25,0.289748,47.024
901,0.25,0.289748,21.024
902,0.25,0.289748,18.024
903,0.25,0.289748,33.024
904,0.25,0.289748,13.024
905,0.0217783,0.0784919,72130.797
906,0.0217783,0.0784919,862.797
907,0.0217783,0.0784919,531.797
908,0.0217783,0.0784919,72130.797
909,0.0217783,0.0784919,1847.797
910,0.0111203,0.0548945,73296.15
911,0.0111203,0.0548945,73296.15
912,0.0111203,0.0548945,3969.15
913,0.0111203,0.0548945,73296.15
914,0.0111203,0.0548945,73296.15
915,0.000844539,0.0162424,124.2073
916,0.000844539,0.0162424,41.2073
917,0.000844539,0.0162424,91.2073
918,0.000844539,0.0162424,308.2073
919,0.000844539,0.0162424,63.2073
920,0.0561736,0.131572,1030.9281
921,0.0561736,0.131572,218.9281
922,0.0561736,0.131572,4358.9281
923,0.0561736,0.131572,121.9281
924,0.0561736,0.131572,300.9281
925,0.0220847,0.0896719,2251.0624
926,0.0220847,0.0896719,1413.0624
927,0.0220847,0.0896719,474.0624
928,0.0220847,0.0896719,211.0624
929,0.0220847,0.0896719,104.0624
930,0.0247824,0.0990857,54.1838
931,0.0247824,0.0990857,28.1838
932,0.0247824,0.0990857,29.1838
933,0.0247824,0.0990857,86.1838
934,0.0247824,0.0990857,26.1838
935,0.230289,0.276918,1256.4115
936,0.230289,0.276918,359.4115
937,0.230289,0.276918,71.4115
938,0.230289,0.276918,72017.4115
939,0.230289,0.276918,72017.4115
940,0.234995,0.279686,72012.9965
941,0.234995,0.279686,6529.9965
942,0.234995,0.279686,72012.9965
943,0.234995,0.279686,72012.9965
944,0.234995,0.279686,72012.9965
945,0.238732,0.282347,60.0183
946,0.238732,0.282347,138.0183
947,0.238732,0.282347,47.0183
948,0.238732,0.282347,208.0183
949,0.238732,0.282347,69.0183
950,0.0969274,0.163757,119.5621
951,0.0969274,0.163757,25.5621
952,0.0969274,0.163757,30.5621
953,0.0969274,0.163757,60.5621
954,0.0969274,0.163757,25.5621
955,0.05,0.0984236,94.5017
956,0.05,0.0984236,29.5017
957,0.05,0.0984236,34.5017
958,0.05,0.0984236,80.5017
959,0.05,0.0984236,30.5017
960,0.025,0.0572434,72078.5226
961,0.025,0.0572434,2886.5226
962,0.025,0.0572434,72078.5226
963,0.025,0.0572434,6309.5226
964,0.025,0.0572434,5504.5226
965,0.0973769,0.192097,325.3341
966,0.0973769,0.192097,125.3341
967,0.0973769,0.192097,95.3341
968,0.0973769,0.192097,712.3341
969,0.0973769,0.192097,335.3341
970,0.00918757,0.0662074,72017.5324
971,0.00918757,0.0662074,91.5324
972,0.00918757,0.0662074,80.5324
973,0.00918757,0.0662074,1758.5324
974,0.00918757,0.0662074,46.5324
975,6.41034,128.549,2141.4487
976,6.41034,128.549,2142.4487
977,6.41034,128.549,1993.4487
978,6.41034,128.549,72019.4487
979,6.41034,128.549,2536.4487
980,82.244,759.523,166.9551
981,82.244,759.523,130.9551
982,82.244,759.523,50.9551
983,82.244,759.523,239.9551
984,82.244,759.523,40.9551
985,4.96656,114.772,4082.7183
986,4.96656,114.772,2739.7183
987,4.96656,114.772,6953.7183
988,4.96656,114.772,72019.7183
989,4.96656,114.772,2421.7183
990,0.0703309,0.155837,96.8921
991,0.0703309,0.155837,26.8921
992,0.0703309,0.155837,19.8921
993,0.0703309,0.155837,119.8921
994,0.0703309,0.155837,26.8921
995,0.00517551,0.0507984,130.0564
996,0.00517551,0.0507984,45.0564
997,0.00517551,0.0507984,137.0564
998,0.00517551,0.0507984,72017.0564
999,0.00517551,0.0507984,31.0564
1000,0.0146301,0.0548973,72050.0078
1001,0.0146301,0.0548973,889.0078
1002,0.0146301,0.0548973,1296.0078
1003,0.0146301,0.0548973,72050.0078
1004,0.0146301,0.0548973,909.0078
1005,0.125588,0.221673,72018.3445
1006,0.125588,0.221673,3984.3445
1007,0.125588,0.221673,72018.3445
1008,0.125588,0.221673,72018.3445
1009,0.125588,0.221673,2751.3445
1010,0.00310493,0.0320212,72013.0541
1011,0.00310493,0.0320212,706.0541
1012,0.00310493,0.0320212,1144.0541
1013,0.00310493,0.0320212,72013.0541
1014,0.00310493,0.0320212,5986.0541
1015,0.00137838,0.0201781,620.6226
1016,0.00137838,0.0201781,69.6226
1017,0.00137838,0.0201781,68.6226
1018,0.00137838,0.0201781,4862.6226
1019,0.00137838,0.0201781,110.6226
1020,0.0101634,0.0550421,65.7908
1021,0.0101634,0.0550421,38.7908
1022,0.0101634,0.0550421,31.7908
1023,0.0101634,0.0550421,34.7908
1024,0.0101634,0.0550421,27.7908
1025,0.00420035,0.0458277,1575.96824
1026,0.00420035,0.0458277,5.96824
1027,0.00420035,0.0458277,10.96824
1028,0.00420035,0.0458277,72001.96824
1029,0.00420035,0.0458277,2.96824
1030,0.0156979,0.0885944,5.26925
1031,0.0156979,0.0885944,1.26925
1032,0.0156979,0.0885944,2.26925
1033,0.0156979,0.0885944,39.26925
1034,0.0156979,0.0885944,1.26925
1035,0.347466,0.529093,69.145
1036,0.347466,0.529093,72.145
1037,0.347466,0.529093,65.145
1038,0.347466,0.529093,72019.145
1039,0.347466,0.529093,53.145
1040,0.117759,0.242651,72019.6008
1041,0.117759,0.242651,1179.6008
1042,0.117759,0.242651,2308.6008
1043,0.117759,0.242651,72019.6008
1044,0.117759,0.242651,71.6008
1045,1.03123,55.91,844.3753
1046,1.03123,55.91,123.3753
1047,1.03123,55.91,142.3753
1048,1.03123,55.91,211.3753
1049,1.03123,55.91,136.3753
1050,0.4227,22.922,72104.557
1051,0.4227,22.922,4083.557
1052,0.4227,22.922,3543.557
1053,0.4227,22.922,6972.557
1054,0.4227,22.922,72104.557
1055,0.154927,0.229094,72019.3592
1056,0.154927,0.229094,1214.3592
1057,0.154927,0.229094,4700.3592
1058,0.154927,0.229094,72019.3592
1059,0.154927,0.229094,326.3592
1060,0.039593,0.265539,72018.4222
1061,0.039593,0.265539,108.4222
1062,0.039593,0.265539,123.4222
1063,0.039593,0.265539,72018.4222
1064,0.039593,0.265539,749.4222
1065,0.0493138,0.126241,855.429
1066,0.0493138,0.126241,93.429
1067,0.0493138,0.126241,39.429
1068,0.0493138,0.126241,594.429
1069,0.0493138,0.126241,70.429
1070,0.00291763,0.0316368,72051.2756
1071,0.00291763,0.0316368,269.2756
1072,0.00291763,0.0316368,199.2756
1073,0.00291763,0.0316368,72051.2756
1074,0.00291763,0.0316368,72051.2756
1075,0.00133702,0.023427,72075.5626
1076,0.00133702,0.023427,138.5626
1077,0.00133702,0.023427,72075.5626
1078,0.00133702,0.023427,72075.5626
1079,0.00133702,0.023427,112.5626
1080,0.0223256,0.159938,2403.2858
1081,0.0223256,0.159938,359.2858
1082,0.0223256,0.159938,184.2858
1083,0.0223256,0.159938,921.2858
1084,0.0223256,0.159938,452.2858
1085,0.130671,0.18504,315.4623
1086,0.130671,0.18504,389.4623
1087,0.130671,0.18504,81.4623
1088,0.130671,0.18504,386.4623
1089,0.130671,0.18504,466.4623
