,x1,x2,x4,x5,x6,x9,y
21099,-2.84493,-13.3327,-6.66633,0.682964,-6.87978,284.143,-1.42246
11401,2.67722,-11.8993,-5.94964,-0.900703,-15.6053,381.026,-12.9281
35231,4.84122,-11.2294,-5.61469,-0.354015,-8.17175,485.549,-3.33053
14740,3.48367,-14.8411,-7.42054,0.0103953,-30.3324,389.096,-26.8487
16912,3.15902,-12.1381,-6.06904,-0.555987,-0.0923838,328.4,1.57951
31700,3.22888,-14.1249,-7.06247,-0.0502178,-7.46083,327.309,-4.23195
16758,2.55227,-12.9904,-6.49519,-0.174089,-19.3778,478.981,-16.8256
29361,1.96546,-13.4144,-6.7072,0.806254,-23.1508,465.804,0.982731
7364,-0.781883,-11.3053,-5.65265,-0.244884,-5.01896,484.611,-5.80084
19857,3.38072,-12.028,-6.01399,-0.168948,-21.7362,177.12,-18.3555
31514,-4.72812,-12.8202,-6.41011,-0.576762,-4.84964,122.455,-9.57776
13732,-1.90746,-12.4805,-6.24027,-0.593603,-2.75402,457.002,-4.66148
19625,4.62226,-11.3883,-5.69417,-0.957321,-24.1209,232.336,-19.4987
15832,3.13303,-11.4046,-5.70229,-0.995062,-8.23495,297.603,-5.10192
23250,-1.35427,-10.2611,-5.13053,-0.940689,-6.71573,415.731,-8.07
38440,1.36829,-12.8238,-6.41189,-0.623836,-0.992413,121.711,0.375874
22550,1.9344,-12.1623,-6.08114,-0.00892555,-8.38162,254.317,-6.44722
3548,2.4872,-14.5352,-7.26759,0.338287,-24.4673,309.109,-21.9801
5857,2.03015,-11.6718,-5.83592,0.303445,-21.1681,184.873,-19.138
20479,4.07968,-12.6817,2.03984,0.750791,2.57897,141.688,2.03984
9549,0.638093,-13.2415,-6.62074,-0.0948055,-19.0849,320.885,-18.4468
36493,3.93304,-11.6469,1.96652,-0.28426,5.6485,191.107,1.0
36061,-4.07336,-14.5923,-7.29615,0.562138,-26.852,228.533,-2.03668
19092,3.88195,-11.2291,-5.61454,0.683505,-1.53041,242.461,1.94098
36818,0.701004,-10.7997,0.350502,-0.999361,1.1765,323.663,0.350502
40276,-3.56856,-10.428,-5.21398,-0.960988,-0.356142,357.646,-3.9247
27186,2.50871,-12.0353,-6.01764,0.173183,-21.8775,137.612,-19.3688
32985,-3.87517,-10.5445,-5.27226,-0.966732,-17.9306,264.112,-21.8058
9936,-2.05274,-13.4516,-6.7258,-0.889132,-31.4911,193.099,-33.5439
16695,-3.10953,-11.1806,-5.59029,-0.873932,-21.2716,109.432,-24.3812
12571,-3.18335,-10.3759,-5.18795,-0.356858,-0.510516,304.096,-3.69386
34843,4.84355,-10.5759,-5.28797,-0.34107,-24.4472,193.498,-19.6036
14734,-0.279789,-13.8623,-6.93113,-0.952836,-18.897,328.961,-19.1768
20342,0.298814,-14.3706,-7.18529,0.319753,-18.9226,187.048,-18.6238
37728,4.45697,-12.609,-6.30452,-0.466261,-30.0253,433.591,-25.5684
40733,2.42215,-14.4629,-7.23146,-0.117317,-6.40489,186.047,-3.98274
8170,-2.35333,-14.7128,-7.35639,0.421668,-34.4955,214.642,-36.8488
1697,-3.1247,-13.5083,-6.75413,0.959483,-18.9601,332.518,-1.56235
30290,4.82108,-14.9973,-7.49864,0.416731,-25.8525,363.436,-21.0314
21486,2.5274,-13.866,-6.93302,0.942378,-14.8094,247.134,1.2637
38729,2.98897,-10.168,-5.08399,-0.523048,-22.0105,444.265,-19.0216
15714,-0.743115,-14.9103,-0.371558,0.366228,-0.887223,167.207,-1.63034
21156,-4.6243,-14.3053,-7.15265,-0.355563,-5.61627,431.197,-10.2406
23676,-4.95323,-12.2178,-6.10892,0.251314,-20.8376,157.925,-25.7908
32448,0.913654,-11.1944,0.456827,-0.648447,2.28358,207.836,0.456827
12107,4.1941,-10.9147,2.09705,0.885676,3.86291,495.991,2.09705
1911,-0.356265,-13.1387,-0.178132,-0.561249,-0.146875,194.262,-0.503139
16898,-2.44822,-12.9779,-1.22411,0.292257,-6.08847,175.993,-8.53668
23140,-2.28639,-12.374,-1.14319,0.760892,-3.97687,171.457,-1.14319
7419,-3.4217,-13.0615,-6.53073,-0.155744,-17.4374,113.987,-20.8591
36253,4.82334,-13.0315,2.41167,-0.199369,10.3105,185.368,1.0
31971,-1.84163,-11.2878,-5.64389,0.220397,-20.5233,281.49,-22.3649
33884,0.500999,-10.7502,-5.37508,0.664661,-19.2655,482.807,0.2505
12341,-3.14995,-10.7682,-5.38409,0.427924,-24.0164,207.051,-27.1663
40430,3.47469,-14.944,-7.47199,0.374266,-27.3886,136.305,-23.9139
6524,4.63494,-12.3811,-6.19057,-0.959595,-3.37771,229.988,1.25722
10962,4.45322,-14.495,2.22661,0.0869358,6.53957,480.291,2.22661
11856,-0.243241,-10.9773,-5.48867,-0.305642,-26.2774,165.531,-26.5206
36343,0.953495,-13.9189,-6.95943,0.150062,-27.5656,120.936,-26.6121
11872,3.9603,-10.4253,-5.21265,-0.258475,-19.4496,372.766,-15.4893
9994,-2.07326,-10.1221,-5.06107,-0.690773,-3.9533,139.49,-6.02656
37124,-1.43985,-14.1699,-7.08493,0.000840516,-5.28961,120.697,-6.72947
20735,-1.05383,-13.4785,-0.526913,-0.636074,-1.23906,397.989,-2.29289
38139,2.01096,-10.4451,1.00548,-0.0875301,1.24879,492.949,1.00548
27462,-4.16558,-10.0947,-5.04733,0.467653,-24.4072,194.197,-28.5728
22126,0.904902,-13.084,0.452451,-0.448426,1.65144,285.088,0.452451
8504,-3.11408,-11.8566,-1.55704,0.257381,-1.74207,313.513,-4.85615
40711,-3.21263,-11.5053,-1.60631,0.579736,-5.20394,281.967,-1.60631
8790,2.1834,-14.2448,-7.12241,0.844642,-6.67335,130.521,1.0917
10994,-2.3082,-10.217,-1.1541,0.950174,-0.85907,226.346,-1.1541
4955,0.945296,-13.6654,0.472648,-0.876829,1.2401,157.606,0.472648
29178,-1.29814,-10.1585,-5.07926,-0.760367,-6.57016,196.261,-7.8683
8901,4.1014,-13.3023,-6.65116,0.554478,-16.92,458.42,2.0507
26820,-3.20626,-11.1722,-5.58609,-0.466118,-10.539,109.245,-13.7452
15518,1.2294,-13.2727,0.614698,0.890666,2.66257,252.84,0.614698
33393,-0.16491,-13.7361,-6.86804,-0.0946374,-32.5939,141.666,-32.7588
12119,-3.15292,-14.5904,-7.29522,0.0199369,-21.468,378.004,-24.6209
13250,2.37914,-12.9825,1.18957,-0.00129422,3.91706,277.994,1.18957
39014,0.517603,-13.0266,-6.51329,0.12476,-20.2336,426.969,-19.716
10115,-2.9782,-10.9335,-1.4891,-0.199411,-3.68505,238.126,-6.66324
3277,0.172694,-12.4683,0.086347,0.378245,0.199098,193.741,0.086347
3001,-0.83593,-12.6341,-0.417965,0.585112,-0.735369,285.085,-0.417965
3248,-2.73879,-10.9014,-5.45071,-0.170338,-21.9383,300.589,-24.6771
6112,1.52708,-13.7921,0.763542,-0.427021,1.60337,303.943,0.763542
14304,-1.18804,-10.5803,-5.29017,0.592887,-20.4714,338.222,-0.594022
4168,-3.15761,-13.0725,-6.53626,0.774865,-9.15432,134.278,-1.5788
11300,2.55241,-14.0453,-7.02267,0.0067585,-13.533,339.728,-10.9806
31252,-3.35136,-10.8461,-5.42305,-0.75918,-13.2499,371.389,-16.6012
39791,3.77873,-13.6256,-6.81279,0.607133,-20.2198,486.952,1.88936
26136,-1.99056,-12.5739,-6.28694,-0.439495,-3.12403,124.88,-5.11459
35591,-3.87239,-14.9705,-7.48524,-0.450518,-6.02169,485.441,-9.89408
39578,-1.61087,-14.1321,-0.805437,-0.305543,-1.70932,469.733,-3.32019
34477,3.10903,-14.8022,1.55452,-0.56776,7.54858,269.395,1.55452
24880,4.26482,-14.1025,-7.05124,0.962401,-33.0771,109.646,2.13241
38459,2.11197,-13.1961,-6.59803,-0.606933,-23.2532,128.126,-21.1412
17235,0.437559,-11.553,-5.77651,0.24056,-2.05961,440.182,-1.62205
37421,0.525093,-14.441,-7.2205,-0.488999,-10.5727,218.605,-10.0476
16055,3.21063,-12.8223,1.60531,-0.242206,7.71123,346.933,1.60531
39510,3.86042,-14.0567,-7.02834,0.389767,-28.3759,219.151,-24.5155
39979,1.74898,-12.4355,-6.21777,-0.251137,-30.5648,376.532,-28.8158
20153,-2.9663,-13.2204,-6.61022,-0.308037,-1.39636,277.798,-4.36266
29747,-0.92882,-11.835,-5.91749,0.875646,-13.0422,120.991,-0.46441
11265,0.777801,-14.6751,-7.33757,-0.684222,-28.5297,196.076,-27.7519
31482,-2.71928,-13.3739,-1.35964,-0.363217,-1.5059,416.763,-4.22519
37459,-4.70869,-13.3686,-6.68428,-0.677675,-11.1507,301.91,-15.8594
19723,4.23081,-10.2133,2.11541,-0.350852,7.31044,144.189,2.11541
708,-1.33143,-10.0489,-5.02447,-0.0791187,-19.0506,320.864,-20.3821
37155,2.85522,-10.5808,-5.29038,-0.471647,-1.91825,243.422,0.936971
25549,3.70751,-10.1097,-5.05486,-0.706361,-12.3162,298.885,-8.60873
24081,2.3969,-14.9164,1.19845,0.837822,1.21253,410.73,1.0
30079,0.5858,-14.7502,0.2929,-0.403339,1.11156,252.655,0.2929
6914,-4.89909,-12.4351,-6.21754,-0.377008,-11.054,126.418,-15.9531
31936,-2.49255,-13.8065,-1.24627,-0.153426,-2.1872,472.549,-4.67975
29989,3.44881,-12.116,1.7244,0.726587,2.89934,255.655,1.0
18719,-0.158926,-12.7447,-0.0794628,-0.652044,-0.185179,437.934,-0.344104
24165,3.7945,-13.9215,1.89725,-0.317744,8.37536,200.602,1.89725
20731,0.368405,-13.1219,-6.56097,-0.429134,-32.6744,187.528,-32.306
12613,3.31284,-10.5302,-5.26508,-0.753946,-13.5668,423.764,-10.254
37251,1.8953,-10.14,-5.07002,0.440929,-0.348329,409.389,0.947648
2744,-4.53425,-10.6233,-2.26713,-0.388191,-3.75942,391.012,-8.29367
17663,4.45363,-13.2307,-6.61535,0.036353,-29.849,408.798,-25.3954
34244,-2.45024,-13.1845,-1.22512,-0.436573,-5.94024,189.035,-8.39048
13534,1.54502,-10.4258,0.772508,-0.651255,3.14225,196.76,0.772508
109,0.449358,-12.0299,-6.01496,0.340844,-3.65068,373.107,-3.20132
23146,-4.367,-14.165,-7.08249,-0.982376,-8.78494,150.188,-13.1519
22762,-2.99354,-11.6977,-1.49677,-0.0191499,-3.99169,166.374,-6.98523
37756,4.93079,-13.8742,-6.9371,0.936997,-3.75112,250.43,2.4654
4884,2.18415,-14.7714,-7.38569,-0.932551,-11.8479,276.538,-9.66371
32261,2.22909,-10.3248,-5.1624,-0.157682,-24.9694,403.566,-22.7403
34204,-4.53618,-13.5983,-6.79913,0.265508,-25.0088,284.768,-29.545
28150,3.10948,-11.3543,-5.67715,0.367611,-16.9664,450.529,-13.8569
3000,-4.16463,-12.7908,-6.39542,-0.674888,-3.09745,437.287,-7.26208
12035,-4.76071,-13.0978,-6.54891,0.51989,-17.6649,168.809,-2.38035
1291,-0.203318,-13.5915,-6.79574,0.899812,-18.0114,394.633,-0.101659
20987,3.25255,-12.6682,-6.33409,0.404471,-21.8893,427.075,-18.6368
34640,0.457559,-14.1079,-7.05397,-0.736872,-27.7502,107.482,-27.2926
20813,-3.73484,-12.799,-1.86742,0.923217,-6.80088,234.379,-1.86742
4619,0.605656,-12.3017,-6.15083,0.868638,-16.3604,236.918,0.302828
22823,-3.27935,-10.1864,-1.63968,-0.466443,-6.47699,234.789,-9.75635
18090,-0.182882,-11.2395,-0.091441,0.760786,-0.318545,486.115,-0.091441
6442,3.23616,-11.1247,1.61808,-0.238271,4.2606,406.591,1.61808
26492,1.93935,-13.3923,-6.69617,-0.696586,-3.18392,450.415,-1.24457
11942,-2.7778,-12.8461,-6.42303,0.147531,-20.8535,172.613,-23.6313
19534,2.32983,-10.4423,1.16491,-0.338745,4.11756,267.031,1.16491
23909,4.90962,-11.7039,-5.85195,0.335497,-25.777,421.535,-20.8674
33837,-3.73575,-12.6464,-6.32322,-0.00932956,-0.763744,170.319,-4.4995
7718,-2.09049,-11.4158,-1.04525,-0.707676,-0.139053,270.954,-2.22954
18550,3.91086,-14.8175,-7.40877,-0.00428489,-7.91742,411.335,-4.00656
25511,0.0476947,-12.4364,-6.2182,0.856858,-5.84729,159.515,0.0238474
6556,-4.242,-11.9401,-5.97007,-0.17097,-3.15327,348.575,-7.39527
15777,-1.17001,-14.9147,-7.45733,-0.357054,-5.14157,314.659,-6.31158
12389,3.24889,-11.3437,1.62444,0.79561,3.03653,234.262,1.0
2445,-2.56853,-11.7384,-5.86922,-0.821724,-26.3983,126.811,-28.9668
9826,-1.3828,-14.0854,-0.6914,0.0888032,-3.20886,203.983,-4.59166
29331,-3.2914,-12.373,-6.18649,0.180086,-0.97761,357.824,-4.26901
15215,-3.08661,-11.5384,-1.54331,-0.319682,-0.829861,278.701,-3.91647
25877,3.96649,-13.8654,-6.9327,0.298272,-25.203,417.583,-21.2365
37162,3.69464,-11.0284,1.84732,0.417828,7.43352,333.775,1.0
19992,4.27801,-10.2727,-5.13636,0.684638,-1.14111,287.999,2.139
13924,-0.452666,-10.0074,-0.226333,0.784365,-0.999604,289.447,-0.226333
10406,4.68355,-10.3842,-5.1921,-0.54958,-23.1342,128.757,-18.4507
39685,1.06883,-14.9606,0.534414,-0.801228,2.16636,142.08,0.534414
1905,2.97159,-11.9043,-5.95214,-0.986256,-23.742,456.203,-20.7704
30147,-4.65417,-13.4107,-2.32708,-0.770149,-8.27197,393.033,-12.9261
35680,4.60038,-14.8926,2.30019,0.597484,9.96491,149.781,2.30019
14075,-2.70215,-11.1909,-1.35108,-0.722673,-1.16162,325.078,-3.86378
5321,-3.50356,-14.4835,-1.75178,-0.0962806,-0.482744,104.189,-3.98631
9389,4.2308,-14.906,-7.453,0.454312,-12.5011,245.734,-8.27027
3265,4.38792,-11.2041,2.19396,0.982454,3.78278,382.286,2.19396
9790,-1.29504,-11.4408,-5.7204,-0.732234,-27.2931,308.056,-28.5882
27456,-2.8576,-13.1384,-6.56922,0.632257,-0.674802,202.057,-1.4288
17365,4.14785,-14.8837,-7.44186,-0.867577,-22.922,480.401,-18.7741
21084,4.42529,-10.1887,-5.09436,-0.340101,-17.1681,394.857,-12.7428
13914,1.37234,-13.8799,0.686168,0.781637,1.94421,383.654,0.686168
26007,-4.42687,-10.7804,-5.39019,-0.179016,-6.64291,218.279,-11.0698
25707,4.79381,-11.4947,-5.74736,0.755224,-23.1024,499.353,2.3969
18353,0.184901,-12.9073,-6.45363,-0.95908,-27.6005,293.6,-27.4156
36810,3.60577,-11.0456,1.80288,0.609645,2.61606,315.33,1.80288
26444,-0.875572,-14.0467,-0.437786,-0.751391,-0.591988,143.039,-1.46756
30621,2.66665,-10.113,-5.05649,-0.662148,-9.92198,339.885,-7.25533
12851,2.39588,-13.5651,1.19794,0.580802,4.26807,366.423,1.19794
34968,1.98355,-12.8856,-6.44281,-0.769549,-24.6431,348.747,-22.6596
33890,3.67244,-14.9389,-7.46947,0.694862,-14.4684,341.753,1.83622
36958,3.23294,-12.77,-6.38501,0.965091,-13.8681,432.313,1.61647
28679,-0.207866,-11.3782,-5.6891,0.694096,-19.0794,478.55,-0.103933
4032,2.56672,-11.8117,-5.90584,0.310278,-10.0147,300.256,-7.44794
29772,-2.06205,-14.6159,-7.30793,0.226898,-26.4417,242.143,-28.5038
682,-0.744042,-13.8265,-0.372021,0.13923,-1.41668,471.883,-2.16072
10324,3.08275,-13.4807,-6.74037,-0.592769,-14.6709,108.16,-11.5881
18094,0.663976,-11.2758,-5.6379,-0.406988,-5.66898,372.873,-5.00501
35261,-0.368144,-13.4585,-6.72926,0.933099,-15.1564,298.262,-0.184072
27731,0.592055,-14.4039,-7.20193,-0.161603,-27.1064,360.551,-26.5143
10873,-3.50332,-13.7351,-6.86753,0.474706,-18.7158,255.709,-22.2191
35141,-1.12846,-10.4018,-0.564228,-0.499656,-1.12802,494.84,-2.25648
2110,2.84743,-11.5492,-5.77462,0.0201754,-17.3413,221.544,-14.4939
29106,-1.70704,-12.6579,-6.32895,0.0481836,-2.89207,280.527,-4.59911
25602,3.86119,-13.1827,1.9306,-0.682191,9.05346,202.251,1.9306
11635,3.99271,-13.2917,-6.64585,-0.259961,-11.415,130.796,-7.42226
37918,4.73695,-12.7405,2.36848,0.672223,1.81213,328.6,1.0
20781,-4.40904,-13.775,-6.88751,0.676453,-17.6731,496.602,-2.20452
22795,3.06316,-10.8024,-5.40121,0.628419,-17.0182,470.201,1.53158
10045,2.52648,-12.9161,1.26324,0.531003,2.46181,444.256,1.0
37619,3.1711,-11.1079,-5.55397,-0.471511,-10.3854,269.626,-7.21428
36350,-0.736953,-13.7279,-6.86393,0.660848,-2.48115,268.768,-0.368477
12435,4.49291,-10.4634,-5.2317,0.149806,-2.83326,429.067,1.65965
15393,-0.159225,-12.8313,-6.41567,0.833104,-17.345,235.562,-0.0796123
31510,1.91393,-14.5654,-7.2827,0.444498,-18.2534,430.3,-16.3394
40653,3.87234,-13.6704,1.93617,0.874795,6.56077,106.024,1.93617
15129,-0.348329,-13.4276,-6.71382,0.332171,-18.549,231.259,-18.8973
21884,-3.42654,-11.4753,-5.73766,-0.686601,-25.6759,332.541,-29.1024
10628,0.35893,-12.5867,0.179465,-0.730658,0.383377,301.744,0.179465
32242,1.23988,-13.1897,0.619942,0.33394,2.19137,414.519,0.619942
30739,2.2999,-10.0942,-5.04712,-0.47036,-19.8663,184.33,-17.5663
6165,2.74953,-13.5388,-6.76938,0.153213,-27.0305,235.907,-24.281
32750,-4.44741,-13.9499,-6.97495,-0.623367,-32.5415,297.792,-36.9889
18046,-4.95873,-12.0512,-6.02559,-0.827039,-23.8986,417.124,-28.8574
19826,-1.88113,-10.9667,-5.48336,-0.985178,-11.5794,268.196,-13.4605
20021,-3.57488,-13.3617,-6.68085,0.513421,-24.7008,274.914,-1.78744
31920,-0.524624,-11.188,-5.59399,0.733565,-8.24676,134.868,-0.262312
20572,0.632358,-10.36,-5.17998,0.157511,-18.2431,438.5,-17.6108
8726,0.479227,-14.5249,0.239613,-0.763963,0.0303475,463.652,0.239613
32423,-3.95985,-13.4607,-6.73036,0.867033,-5.22241,310.021,-1.97993
39978,-0.412099,-12.9577,-0.206049,-0.898964,-0.880631,161.396,-1.29273
12678,-1.23584,-12.2902,-6.14511,0.0770673,-19.2673,371.231,-20.5032
23665,-3.389,-12.5857,-1.6945,-0.242571,-3.19774,397.249,-6.58674
10542,2.2674,-10.7538,-5.3769,-0.0572853,-10.382,453.873,-8.11459
25706,-1.98221,-11.7169,-5.85846,-0.795439,-29.1231,421.27,-31.1053
4800,3.32605,-14.3479,1.66303,-0.220535,1.57459,279.051,1.66303
28474,-0.891563,-10.5836,-0.445782,-0.515651,-2.03458,205.631,-2.92614
34207,0.0566201,-11.1213,0.02831,-0.992085,0.124953,394.929,0.02831
1278,1.31657,-10.6196,-5.30978,0.106179,-18.8429,315.889,-17.5264
1670,-3.80593,-11.7091,-5.85455,0.767903,-5.37634,240.055,-1.90296
39235,-4.85057,-12.4296,-2.42528,-0.274702,-0.450499,359.505,-5.30106
7528,-4.23982,-12.7466,-2.11991,0.637403,-4.692,178.413,-2.11991
34017,3.22866,-14.0379,1.61433,-0.361634,7.30759,120.42,1.61433
31427,-4.33275,-13.5621,-6.78105,0.110009,-1.14234,413.949,-5.4751
5195,-4.43612,-11.9416,-2.21806,-0.836715,-9.73558,421.84,-14.1717
30719,0.633542,-12.6441,0.316771,-0.62531,0.0557206,172.428,0.316771
29258,-3.12525,-13.3679,-6.68393,0.318625,-32.6239,159.253,-35.7491
28558,-1.85712,-11.3597,-5.67983,-0.392125,-3.52948,479.48,-5.3866
3161,0.656299,-13.8381,-6.91905,-0.984793,-20.6251,216.4,-19.9688
24294,-0.643716,-10.363,-5.18149,-0.310274,-8.63174,279.921,-9.27545
15726,-4.5996,-13.8906,-6.94528,-0.0468196,-5.69298,491.517,-10.2926
27660,1.36668,-13.2479,-6.62394,-0.9789,-24.3469,426.196,-22.9803
18628,4.69853,-11.988,2.34927,-0.974057,10.7341,174.323,1.0
10741,-1.13979,-11.5099,-5.75497,-0.74155,-0.271022,196.318,-1.41081
33233,0.0384451,-13.3524,-6.67619,-0.23248,-18.6874,195.464,-18.6489
7911,-4.14523,-14.5824,-7.2912,-0.505176,-16.0627,163.604,-20.2079
15933,-1.4355,-11.5518,-5.77591,0.779233,-2.51642,165.914,-0.717749
11035,-0.620832,-13.9128,-6.95639,-0.158744,-20.3318,226.727,-20.9526
11863,-3.61668,-11.1219,-1.80834,-0.283536,-8.0613,154.914,-11.678
27620,-3.32974,-14.7051,-7.35255,0.646825,-3.63161,292.436,-1.66487
5549,-4.04931,-11.1316,-5.56578,-0.213895,-17.1755,389.623,-21.2248
11256,-2.92748,-10.9527,-1.46374,0.992167,-3.68319,270.086,-1.46374
18104,3.83374,-10.6852,-5.34261,-0.52168,-11.3186,340.48,-7.48481
6224,-2.4174,-14.8562,-7.42811,0.900698,-25.9737,343.799,-1.2087
40327,2.17476,-12.1982,-6.0991,0.491274,-4.74068,369.492,-2.56592
30599,-4.14452,-10.7732,-5.38661,0.589174,-11.3782,166.066,-2.07226
15335,-0.71289,-13.6113,-6.80567,0.648726,-18.8171,224.78,-0.356445
32066,-4.12156,-12.1661,-6.08305,-0.802516,-10.8428,473.467,-14.9644
25226,1.86811,-11.7085,0.934056,-0.765724,0.656969,340.05,0.934056
32365,1.09448,-13.8057,0.547238,-0.295043,0.428947,289.764,0.547238
3150,0.453266,-12.5416,-6.2708,0.330327,-14.5291,117.451,-14.0759
3356,-3.02593,-10.6146,-5.3073,-0.186248,-8.49429,280.375,-11.5202
24567,-2.72409,-13.0237,-6.51185,-0.286462,-6.69852,485.887,-9.42261
36523,-4.51667,-14.7573,-7.37866,0.723005,-26.2197,335.896,-2.25833
19972,2.49451,-13.3517,1.24726,-0.863669,1.89103,194.393,1.24726
23158,-4.94385,-12.9165,-6.45823,-0.565209,-16.229,365.715,-21.1729
6703,-2.28733,-12.0354,-6.01772,-0.0295467,-24.7481,449.832,-27.0354
32370,-1.97194,-11.4148,-5.70739,-0.776135,-3.83134,379.473,-5.80328
37720,-2.60388,-10.8078,-5.40392,0.578106,-14.7656,455.075,-1.30194
4128,2.6033,-11.7769,1.30165,0.274234,1.0504,165.962,1.30165
20603,3.55622,-11.0125,-5.50623,0.537362,-22.8278,155.569,1.77811
20222,3.39213,-12.436,-6.21801,-0.0553467,-0.385456,266.693,1.69606
40240,-1.21608,-11.0502,-5.52511,-0.613705,-4.8481,121.939,-6.06419
10632,-3.44215,-12.3261,-6.16306,0.579852,-2.30022,374.17,-1.72107
13905,0.632606,-14.9502,0.316303,0.627578,0.0715676,287.647,0.316303
15505,2.68186,-12.2749,-6.13747,0.359231,-6.35077,121.411,-3.66891
38331,1.14743,-14.3041,-7.15205,0.251425,-29.9025,423.473,-28.755
31722,3.4786,-10.2792,1.7393,0.877602,3.73208,444.916,1.7393
23894,-1.62792,-13.8781,-6.93907,-0.485675,-25.77,351.017,-27.3979
19883,-4.58602,-14.4091,-7.20456,0.247677,-15.3477,471.983,-19.9338
12110,-4.89391,-11.3267,-5.66333,0.749332,-25.5296,345.81,-2.44696
5749,1.50185,-13.7652,-6.88259,0.77354,-11.1604,498.414,0.750924
14194,-0.694889,-11.725,-5.86252,-0.685992,-20.0495,391.844,-20.7444
3074,1.07119,-10.8193,-5.40963,-0.463616,-12.1524,380.042,-11.0812
10388,4.21322,-11.7148,-5.85739,0.608914,-10.4927,397.5,2.10661
37419,1.96407,-11.844,0.982036,-0.106619,2.00804,195.234,0.982036
36446,-4.25108,-13.8584,-2.12554,0.889495,-8.7454,203.885,-2.12554
28934,-4.5216,-13.3584,-2.2608,-0.885979,-2.7249,299.48,-7.2465
37642,2.99642,-10.8452,-5.4226,0.835646,-4.76323,429.016,1.49821
25404,2.77038,-10.8262,1.38519,-0.573377,2.9845,258.206,1.38519
21012,-0.581831,-12.0455,-0.290916,0.145073,-0.558344,499.164,-1.14018
19577,-0.22677,-13.6167,-6.80836,0.74319,-6.62228,149.914,-0.113385
2791,3.51925,-10.2419,1.75962,0.4877,1.66927,369.433,1.75962
21037,-2.95846,-10.3743,-1.47923,0.461249,-2.52364,121.674,-5.4821
21829,-0.338141,-11.1426,-5.57129,-0.568495,-25.0926,104.613,-25.4308
4811,2.51662,-12.2252,1.25831,-0.124469,5.18705,494.421,1.25831
33326,2.29587,-13.2313,1.14794,0.370058,3.53581,419.297,1.0
2351,-0.318941,-11.3257,-5.66287,-0.370603,-11.2204,338.104,-11.5394
9701,-3.10006,-12.7129,-1.55003,-0.604627,-6.3384,487.412,-9.43846
4448,2.41278,-13.2909,1.20639,0.753929,5.24621,277.6,1.20639
19145,0.616934,-12.0544,0.308467,0.406959,0.22817,226.048,0.308467
37424,0.121562,-12.4238,0.0607808,-0.262521,0.00615858,336.034,0.0607808
15079,-3.24347,-10.3909,-1.62173,0.910212,-1.34175,415.584,-1.62173
31573,-1.54284,-12.4403,-6.22017,-0.822479,-6.38483,413.856,-7.92768
28739,3.80407,-14.4478,-7.22391,-0.00785209,-29.469,136.378,-25.665
30953,-1.40477,-11.5084,-5.75421,-0.667359,-21.9335,343.269,-23.3383
3643,-1.08835,-10.7417,-5.37083,0.358715,-2.49372,399.674,-3.58206
12169,4.6704,-12.6115,2.3352,-0.148468,9.83329,206.17,2.3352
12640,2.87208,-11.2326,-5.61628,-0.820657,-12.4067,220.824,-9.53462
20258,1.66703,-12.8402,-6.42012,0.593643,-25.9697,117.763,0.833513
7337,-4.8866,-11.3933,-5.69665,-0.775028,-6.80616,333.527,-11.6928
18853,1.79076,-12.4679,0.89538,0.690453,4.17481,375.119,0.89538
15842,-1.60811,-10.6354,-5.31772,0.606108,-24.4549,463.296,-0.804053
4400,-4.36718,-14.4136,-7.20681,0.197868,-10.1705,118.255,-14.5377
19020,4.10846,-12.9388,2.05423,-0.522825,2.32577,240.765,1.0
18503,4.90736,-11.1074,2.45368,-0.574115,0.1663,177.96,1.0
28445,-3.22724,-13.0705,-1.61362,-0.858575,-7.87759,345.633,-11.1048
4387,-0.907921,-13.3656,-0.453961,-0.293575,-2.10612,255.481,-3.01404
34760,3.88039,-11.6367,1.9402,0.512087,6.34598,136.78,1.0
2650,1.4662,-12.7172,-6.35862,0.323404,-25.07,387.146,-23.6038
11921,-3.70611,-10.4216,-5.2108,0.858001,-13.8014,344.342,-1.85305
11713,2.41904,-13.1402,-6.5701,-0.935103,-32.478,237.136,-30.059
953,4.11593,-11.9919,-5.99593,0.658585,-1.49297,230.015,2.05796
30929,-4.202,-14.7859,-7.39294,-0.548134,-5.27895,226.033,-9.48095
3942,-0.664749,-13.5434,-6.77168,-0.281492,-30.1098,266.339,-30.7746
11072,-1.37804,-11.1911,-5.59557,0.00614388,-19.0135,419.507,-20.3915
34885,-3.02198,-10.7099,-5.35493,-0.256299,-8.80101,207.354,-11.823
13832,-4.35898,-13.4566,-6.72829,0.899039,-12.652,318.009,-2.17949
5961,1.30045,-12.3269,-6.16346,0.706901,-0.40561,158.298,0.650226
19495,-4.14686,-12.1327,-2.07343,-0.0465693,-3.16755,251.469,-7.3144
6670,-3.82877,-10.5644,-5.2822,-0.995109,-16.2911,175.607,-20.1199
608,3.4659,-12.3269,-6.16344,-0.262589,-24.5005,219.29,-21.0346
23206,0.527307,-12.2763,-6.13813,-0.63452,-30.0682,390.483,-29.5408
38699,-3.97538,-10.5373,-5.26863,0.219473,-25.2063,291.615,-29.1817
29182,4.01248,-10.531,2.00624,0.931337,7.38932,237.103,1.0
354,-2.50311,-14.0435,-7.02175,-0.333909,-8.23812,225.765,-10.7412
40697,-2.72853,-13.97,-6.98499,-0.621751,-13.757,311.317,-16.4856
